mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	86	D6	6	10
3	3	6	6	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	16
3	3	6	6	1.0	0	0	6/8	2	1	1/4	1/4	1		3	57	A3	3	16
3	3	6	6	1.0	0	0	6/8	2	1	1/4	1/4	1		0	60	C4	4	16
3	3	6	6	3.0	0	0	6/8	1	1	3/4	1/2	3/2		3	69	A4	4	15
3	3	6	6	3.0	0	0	6/8	1	1	3/4	1/2	3/2		3	81	A5	5	15
3	3	7	7	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	17
3	3	7	7	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		3	57	A3	3	17
3	3	7	7	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		0	60	C4	4	17
3	3	15/2	15/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	55	G3	3	18
3	3	15/2	15/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		3	57	A3	3	18
3	3	15/2	15/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		0	60	C4	4	18
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	19
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		3	57	A3	3	19
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		0	60	C4	4	19
4	4	9	9	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	22
4	4	9	9	1.0	0	0	6/8	2	1	1/4	1/4	1		5	59	B3	3	22
4	4	9	9	1.5	0	0	6/8	1	1	3/8	1/4	3/2		1	67	G4	4	20
4	4	9	9	1.5	0	0	6/8	1	1	3/8	1/4	3/2		1	79	G5	5	20
4	4	10	10	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	23
4	4	10	10	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		4	64	E4	4	23
4	4	10	10	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	67	G4	4	23
4	4	21/2	21/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	55	G3	3	24
4	4	21/2	21/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		2	62	D4	4	24
4	4	21/2	21/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		6	66	F#4	4	24
4	4	21/2	21/2	1.5	3/8	3/8	6/8	1	1	3/8	1/4	3/2		3	69	A4	4	21
4	4	21/2	21/2	1.5	3/8	3/8	6/8	1	1	3/8	1/4	3/2		3	81	A5	5	21
4	4	23/2	23/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	25
4	4	23/2	23/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		0	60	C4	4	25
4	4	23/2	23/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		4	64	E4	4	25
5	5	12	12	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	29
5	5	12	12	1.0	0	0	6/8	2	1	1/4	1/4	1		5	59	B3	3	29
5	5	12	12	1.0	0	0	6/8	2	1	1/4	1/4	1		2	62	D4	4	29
5	5	12	12	1.5	0	0	6/8	1	1	3/8	1/4	3/2		5	71	B4	4	26
5	5	12	12	1.5	0	0	6/8	1	1	3/8	1/4	3/2		5	83	B5	5	26
5	5	13	13	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	30
5	5	13	13	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		5	59	B3	3	30
5	5	13	13	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		2	62	D4	4	30
5	5	27/2	27/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	55	G3	3	31
5	5	27/2	27/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		5	59	B3	3	31
5	5	27/2	27/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		1	67	G4	4	27
5	5	27/2	27/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		1	79	G5	5	27
5	5	29/2	29/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	32
5	5	29/2	29/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		3	57	A3	3	32
5	5	29/2	29/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		0	60	C4	4	32
5	5	29/2	29/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	69	A4	4	28
5	5	29/2	29/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	81	A5	5	28
6	6	15	15	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	34
6	6	15	15	1.0	0	0	6/8	2	1	1/4	1/4	1		5	59	B3	3	34
6	6	15	15	1.0	0	0	6/8	2	1	1/4	1/4	1		2	62	D4	4	34
6	6	15	15	3.0	0	0	6/8	1	1	3/4	1/2	3/2		5	71	B4	4	33
6	6	15	15	3.0	0	0	6/8	1	1	3/4	1/2	3/2		5	83	B5	5	33
6	6	16	16	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	35
6	6	16	16	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		5	59	B3	3	35
6	6	16	16	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		9	63	D#4	4	35
6	6	33/2	33/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	55	G3	3	36
6	6	33/2	33/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		5	59	B3	3	36
6	6	33/2	33/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		4	64	E4	4	36
6	6	35/2	35/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	37
6	6	35/2	35/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		5	59	B3	3	37
6	6	35/2	35/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		2	62	D4	4	37
7	7	18	18	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	43
7	7	18	18	1.0	0	0	6/8	2	1	1/4	1/4	1		3	57	A3	3	43
7	7	18	18	1.0	0	0	6/8	2	1	1/4	1/4	1		0	60	C4	4	43
7	7	18	18	1.0	0	0	6/8	1	1	1/4	1/4	1		0	72	C5	5	38
7	7	18	18	1.0	0	0	6/8	1	1	1/4	1/4	1		0	84	C6	6	38
7	7	19	19	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	44
7	7	19	19	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		3	57	A3	3	44
7	7	19	19	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		0	60	C4	4	44
7	7	19	19	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		5	71	B4	4	39
7	7	19	19	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		5	83	B5	5	39
7	7	39/2	39/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	55	G3	3	45
7	7	39/2	39/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		3	57	A3	3	45
7	7	39/2	39/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		0	60	C4	4	45
7	7	39/2	39/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		0	72	C5	5	40
7	7	39/2	39/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		0	84	C6	6	40
7	7	20	20	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		2	74	D5	5	41
7	7	20	20	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		2	86	D6	6	41
7	7	41/2	41/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	46
7	7	41/2	41/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		3	57	A3	3	46
7	7	41/2	41/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		0	60	C4	4	46
7	7	41/2	41/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	76	E5	5	42
7	7	41/2	41/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	88	E6	6	42
8	8	21	21	1.0	0	0	6/8	2	2	1/4	1/4	1		1	55	G3	3	53
8	8	21	21	1.0	0	0	6/8	2	2	1/4	1/4	1		3	57	A3	3	53
8	8	21	21	1.0	0	0	6/8	2	2	1/4	1/4	1		0	60	C4	4	53
8	8	21	21	1.0	0	0	6/8	2	1	1/4	1/4	1		6	66	F#4	4	48
8	8	21	21	3.0	0	0	6/8	1	1	3/4	1/2	3/2		3	69	A4	4	47
8	8	21	21	3.0	0	0	6/8	1	1	3/4	1/2	3/2		3	81	A5	5	47
8	8	22	22	0.5	1/4	1/4	6/8	2	2	1/8	1/8	1		1	55	G3	3	54
8	8	22	22	0.5	1/4	1/4	6/8	2	2	1/8	1/8	1		3	57	A3	3	54
8	8	22	22	0.5	1/4	1/4	6/8	2	2	1/8	1/8	1		0	60	C4	4	54
8	8	22	22	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		4	64	E4	4	49
8	8	45/2	45/2	1.0	3/8	3/8	6/8	2	2	1/4	1/4	1		1	55	G3	3	55
8	8	45/2	45/2	1.0	3/8	3/8	6/8	2	2	1/4	1/4	1		3	57	A3	3	55
8	8	45/2	45/2	1.0	3/8	3/8	6/8	2	2	1/4	1/4	1		0	60	C4	4	55
8	8	45/2	45/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		6	66	F#4	4	50
8	8	23	23	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		1	67	G4	4	51
8	8	47/2	47/2	0.5	5/8	5/8	6/8	2	2	1/8	1/8	1		1	55	G3	3	56
8	8	47/2	47/2	0.5	5/8	5/8	6/8	2	2	1/8	1/8	1		3	57	A3	3	56
8	8	47/2	47/2	0.5	5/8	5/8	6/8	2	2	1/8	1/8	1		0	60	C4	4	56
8	8	47/2	47/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		3	69	A4	4	52
9	9	24	24	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	60
9	9	24	24	1.0	0	0	6/8	2	1	1/4	1/4	1		5	59	B3	3	60
9	9	24	24	1.0	0	0	6/8	2	1	1/4	1/4	1		2	62	D4	4	60
9	9	24	24	1.0	0	0	6/8	2	1	1/4	1/4	1		-1	65	F4	4	60
9	9	24	24	1.5	0	0	6/8	1	1	3/8	1/4	3/2		2	74	D5	5	57
9	9	24	24	1.5	0	0	6/8	1	1	3/8	1/4	3/2		2	86	D6	6	57
9	9	25	25	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	61
9	9	25	25	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		5	59	B3	3	61
9	9	25	25	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		2	62	D4	4	61
9	9	25	25	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		-1	65	F4	4	61
9	9	51/2	51/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	55	G3	3	62
9	9	51/2	51/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		3	57	A3	3	62
9	9	51/2	51/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		0	60	C4	4	62
9	9	51/2	51/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		-1	65	F4	4	62
9	9	51/2	51/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		2	74	D5	5	58
9	9	51/2	51/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		2	86	D6	6	58
9	9	53/2	53/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	63
9	9	53/2	53/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		3	57	A3	3	63
9	9	53/2	53/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		0	60	C4	4	63
9	9	53/2	53/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		-1	65	F4	4	63
9	9	53/2	53/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1	1	2	74	D5	5	59
9	9	53/2	53/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1	1	2	86	D6	6	59
10	10	27	27	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	68
10	10	27	27	1.0	0	0	6/8	2	1	1/4	1/4	1		5	59	B3	3	68
10	10	27	27	1.0	0	0	6/8	2	1	1/4	1/4	1		2	62	D4	4	68
10	10	27	27	1.0	0	0	6/8	2	1	1/4	1/4	1		-1	65	F4	4	68
10	10	27	27	1.0	0	0	6/8	1	1	1/4	1/4	1	-1	2	74	D5	5	64
10	10	27	27	1.0	0	0	6/8	1	1	1/4	1/4	1	-1	2	86	D6	6	64
10	10	28	28	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	55	G3	3	69
10	10	28	28	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		5	59	B3	3	69
10	10	28	28	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		2	62	D4	4	69
10	10	28	28	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		-1	65	F4	4	69
10	10	28	28	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	74	D5	5	65
10	10	28	28	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	86	D6	6	65
10	10	57/2	57/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		0	48	C3	3	70
10	10	57/2	57/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	55	G3	3	70
10	10	57/2	57/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		0	60	C4	4	70
10	10	57/2	57/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		-3	63	Eb4	4	70
10	10	57/2	57/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		1	79	G5	5	66
10	10	57/2	57/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		1	91	G6	6	66
10	10	59/2	59/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		0	48	C3	3	71
10	10	59/2	59/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	71
10	10	59/2	59/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		0	60	C4	4	71
10	10	59/2	59/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		-3	63	Eb4	4	71
10	10	59/2	59/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		-3	75	Eb5	5	67
10	10	59/2	59/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		-3	87	Eb6	6	67
11	11	30	30	1.0	0	0	6/8	2	1	1/4	1/4	1		-1	53	F3	3	73
11	11	30	30	1.0	0	0	6/8	2	1	1/4	1/4	1		-2	58	Bb3	3	73
11	11	30	30	1.0	0	0	6/8	2	1	1/4	1/4	1		2	62	D4	4	73
11	11	30	30	3.0	0	0	6/8	1	1	3/4	1/2	3/2		2	74	D5	5	72
11	11	30	30	3.0	0	0	6/8	1	1	3/4	1/2	3/2		2	86	D6	6	72
11	11	31	31	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		-1	53	F3	3	74
11	11	31	31	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		-2	58	Bb3	3	74
11	11	31	31	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		2	62	D4	4	74
11	11	63/2	63/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		-1	53	F3	3	75
11	11	63/2	63/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		-2	58	Bb3	3	75
11	11	63/2	63/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		1	67	G4	4	75
11	11	65/2	65/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		-1	53	F3	3	76
11	11	65/2	65/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		-2	58	Bb3	3	76
11	11	65/2	65/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		4	64	E4	4	76
12	12	33	33	1.0	0	0	6/8	2	1	1/4	1/4	1		-1	53	F3	3	79
12	12	33	33	1.0	0	0	6/8	2	1	1/4	1/4	1		3	57	A3	3	79
12	12	33	33	1.0	0	0	6/8	2	1	1/4	1/4	1		0	60	C4	4	79
12	12	33	33	1.0	0	0	6/8	2	1	1/4	1/4	1		-1	65	F4	4	79
12	12	33	33	1.5	0	0	6/8	1	1	3/8	1/4	3/2		0	72	C5	5	77
12	12	33	33	1.5	0	0	6/8	1	1	3/8	1/4	3/2		0	84	C6	6	77
12	12	34	34	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		-1	65	F4	4	80
12	12	34	34	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		3	69	A4	4	80
12	12	69/2	69/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		-1	65	F4	4	81
12	12	69/2	69/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		3	69	A4	4	81
12	12	69/2	69/2	1.5	3/8	3/8	6/8	1	1	3/8	1/4	3/2		2	74	D5	5	78
12	12	69/2	69/2	1.5	3/8	3/8	6/8	1	1	3/8	1/4	3/2		2	86	D6	6	78
12	12	71/2	71/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		-1	65	F4	4	82
12	12	71/2	71/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		3	69	A4	4	82
13	13	36	36	1.0	0	0	6/8	2	1	1/4	1/4	1		4	64	E4	4	86
13	13	36	36	1.0	0	0	6/8	2	1	1/4	1/4	1		8	68	G#4	4	86
13	13	36	36	1.0	0	0	6/8	2	1	1/4	1/4	1		5	71	B4	4	86
13	13	36	36	1.5	0	0	6/8	1	1	3/8	1/4	3/2		4	76	E5	5	83
13	13	36	36	1.5	0	0	6/8	1	1	3/8	1/4	3/2		4	88	E6	6	83
13	13	37	37	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		4	64	E4	4	87
13	13	37	37	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		8	68	G#4	4	87
13	13	37	37	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		5	71	B4	4	87
13	13	75/2	75/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		3	69	A4	4	88
13	13	75/2	75/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		0	72	C5	5	84
13	13	75/2	75/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		0	84	C6	6	84
13	13	38	38	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		4	64	E4	4	89
13	13	77/2	77/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		4	64	E4	4	90
13	13	77/2	77/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		5	71	B4	4	90
13	13	77/2	77/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	74	D5	5	85
13	13	77/2	77/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	86	D6	6	85
14	14	39	39	1.0	0	0	6/8	2	1	1/4	1/4	1		3	57	A3	3	92
14	14	39	39	1.0	0	0	6/8	2	1	1/4	1/4	1		4	64	E4	4	92
14	14	39	39	1.0	0	0	6/8	2	1	1/4	1/4	1		0	72	C5	5	92
14	14	39	39	3.0	0	0	6/8	1	1	3/4	1/2	3/2		4	76	E5	5	91
14	14	39	39	3.0	0	0	6/8	1	1	3/4	1/2	3/2		4	88	E6	6	91
14	14	40	40	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		4	64	E4	4	93
14	14	40	40	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		0	72	C5	5	93
14	14	81/2	81/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		0	60	C4	4	94
14	14	81/2	81/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		3	69	A4	4	94
14	14	83/2	83/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		2	62	D4	4	95
14	14	83/2	83/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		5	71	B4	4	95
15	15	42	42	1.0	0	0	6/8	2	1	1/4	1/4	1		0	60	C4	4	101
15	15	42	42	1.0	0	0	6/8	2	1	1/4	1/4	1		2	62	D4	4	101
15	15	42	42	1.0	0	0	6/8	2	1	1/4	1/4	1		3	69	A4	4	101
15	15	42	42	1.0	0	0	6/8	1	1	1/4	1/4	1		6	78	F#5	5	96
15	15	42	42	1.0	0	0	6/8	1	1	1/4	1/4	1		6	90	F#6	6	96
15	15	43	43	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		0	60	C4	4	102
15	15	43	43	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		2	62	D4	4	102
15	15	43	43	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	67	G4	4	102
15	15	43	43	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	76	E5	5	97
15	15	43	43	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	88	E6	6	97
15	15	87/2	87/2	1.0	3/8	3/8	6/8	2	2	1/4	1/4	1		0	60	C4	4	106
15	15	87/2	87/2	1.0	3/8	3/8	6/8	2	2	1/4	1/4	1		2	62	D4	4	106
15	15	87/2	87/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		6	66	F#4	4	103
15	15	87/2	87/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		3	69	A4	4	103
15	15	87/2	87/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	78	F#5	5	98
15	15	87/2	87/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	90	F#6	6	98
15	15	44	44	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		4	64	E4	4	104
15	15	44	44	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		1	67	G4	4	104
15	15	44	44	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	79	G5	5	99
15	15	44	44	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	91	G6	6	99
15	15	89/2	89/2	0.5	5/8	5/8	6/8	2	2	1/8	1/8	1		0	60	C4	4	107
15	15	89/2	89/2	0.5	5/8	5/8	6/8	2	2	1/8	1/8	1		2	62	D4	4	107
15	15	89/2	89/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		6	66	F#4	4	105
15	15	89/2	89/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		3	69	A4	4	105
15	15	89/2	89/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	81	A5	5	100
15	15	89/2	89/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	93	A6	6	100
16	16	45	45	1.0	0	0	6/8	2	2	1/4	1/4	1		0	60	C4	4	114
16	16	45	45	1.0	0	0	6/8	2	2	1/4	1/4	1		2	62	D4	4	114
16	16	45	45	1.0	0	0	6/8	2	1	1/4	1/4	1		6	66	F#4	4	109
16	16	45	45	1.0	0	0	6/8	2	1	1/4	1/4	1		3	69	A4	4	109
16	16	45	45	3.0	0	0	6/8	1	1	3/4	1/2	3/2		2	74	D5	5	108
16	16	45	45	3.0	0	0	6/8	1	1	3/4	1/2	3/2		2	86	D6	6	108
16	16	46	46	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		0	60	C4	4	110
16	16	46	46	0.5	1/4	1/4	6/8	2	2	1/8	1/8	1		2	62	D4	4	115
16	16	46	46	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		4	64	E4	4	110
16	16	46	46	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		1	67	G4	4	110
16	16	93/2	93/2	1.0	3/8	3/8	6/8	2	2	1/4	1/4	1		0	60	C4	4	116
