mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
6	6	47/4	47/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		5	83	B5	5	56
7	7	12	12	0.5	0	0	2/4	2	1	1/8	1/8	1		3	57	A3	3	70
7	7	12	12	0.5	0	0	2/4	1	1	1/8	1/8	1		6	78	F#5	5	65
7	7	12	12	0.5	0	0	2/4	1	1	1/8	1/8	1		3	81	A5	5	65
7	7	25/2	25/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	66	F#4	4	71
7	7	25/2	25/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		3	69	A4	4	71
7	7	25/2	25/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		6	78	F#5	5	66
7	7	25/2	25/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	66
7	7	51/4	51/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	66	F#4	4	72
7	7	51/4	51/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		3	69	A4	4	72
7	7	13	13	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		3	57	A3	3	73
7	7	13	13	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		4	76	E5	5	67
7	7	13	13	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		7	85	C#6	6	67
7	7	27/2	27/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		1	67	G4	4	74
7	7	27/2	27/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		3	69	A4	4	74
7	7	27/2	27/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		6	78	F#5	5	68
7	7	27/2	27/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		2	86	D6	6	68
7	7	55/4	55/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		1	67	G4	4	75
7	7	55/4	55/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		3	69	A4	4	75
7	7	55/4	55/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		1	79	G5	5	69
7	7	55/4	55/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		4	88	E6	6	69
8	8	14	14	0.5	0	0	2/4	2	1	1/8	1/8	1		2	62	D4	4	77
8	8	14	14	1.5	0	0	2/4	1	1	3/8	1/4	3/2		3	81	A5	5	76
8	8	14	14	1.5	0	0	2/4	1	1	3/8	1/4	3/2		6	90	F#6	6	76
8	8	29/2	29/2	0.5	1/8	1/8	2/4	2	1	1/8	1/8	1		3	69	A4	4	78
8	8	29/2	29/2	0.5	1/8	1/8	2/4	2	1	1/8	1/8	1		2	74	D5	5	78
9	9	16	16	0.5	0	0	2/4	2	1	1/8	1/8	1		5	47	B2	2	83
9	9	16	16	0.5	0	0	2/4	1	1	1/8	1/8	1		5	71	B4	4	79
9	9	33/2	33/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	54	F#3	3	84
9	9	33/2	33/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		5	59	B3	3	84
9	9	33/2	33/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		2	62	D4	4	84
9	9	33/2	33/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		6	66	F#4	4	80
9	9	33/2	33/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		6	78	F#5	5	80
9	9	67/4	67/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	54	F#3	3	85
9	9	67/4	67/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		5	59	B3	3	85
9	9	67/4	67/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		2	62	D4	4	85
9	9	17	17	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		5	47	B2	2	86
9	9	17	17	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		7	73	C#5	5	81
9	9	35/2	35/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		6	54	F#3	3	87
9	9	35/2	35/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		7	61	C#4	4	87
9	9	35/2	35/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		4	64	E4	4	87
9	9	35/2	35/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		6	66	F#4	4	82
9	9	35/2	35/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		6	78	F#5	5	82
9	9	71/4	71/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		6	54	F#3	3	88
9	9	71/4	71/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		7	61	C#4	4	88
9	9	71/4	71/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		4	64	E4	4	88
10	10	18	18	0.5	0	0	2/4	2	1	1/8	1/8	1		5	47	B2	2	95
10	10	18	18	0.5	0	0	2/4	1	1	1/8	1/8	1		2	74	D5	5	89
10	10	37/2	37/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	54	F#3	3	96
10	10	37/2	37/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		5	59	B3	3	96
10	10	37/2	37/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		2	62	D4	4	96
10	10	37/2	37/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		6	66	F#4	4	90
10	10	37/2	37/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		6	78	F#5	5	90
10	10	75/4	75/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	54	F#3	3	97
10	10	75/4	75/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		5	59	B3	3	97
10	10	75/4	75/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		2	62	D4	4	97
10	10	19	19	0.25	1/4	1/4	2/4	1	1	1/16	1/16	1		1	67	G4	4	91
10	10	19	19	0.25	1/4	1/4	2/4	1	1	1/16	1/16	1		4	76	E5	5	91
10	10	77/4	77/4	0.25	5/16	5/16	2/4	1	1	1/16	1/16	1		6	66	F#4	4	92
10	10	77/4	77/4	0.25	5/16	5/16	2/4	1	1	1/16	1/16	1		2	74	D5	5	92
10	10	39/2	39/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		4	64	E4	4	93
10	10	39/2	39/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		7	73	C#5	5	93
10	10	79/4	79/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		2	62	D4	4	94
10	10	79/4	79/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		5	71	B4	4	94
11	11	20	20	0.5	0	0	2/4	2	1	1/8	1/8	1		6	42	F#2	2	103
11	11	20	20	0.5	0	0	2/4	1	1	1/8	1/8	1		7	61	C#4	4	98
11	11	20	20	0.5	0	0	2/4	1	1	1/8	1/8	1		10	70	A#4	4	98
11	11	41/2	41/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	54	F#3	3	104
11	11	41/2	41/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		2	62	D4	4	99
11	11	41/2	41/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		5	71	B4	4	99
11	11	83/4	83/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	54	F#3	3	105
11	11	21	21	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		6	42	F#2	2	106
11	11	21	21	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		4	64	E4	4	100
11	11	21	21	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		7	73	C#5	5	100
11	11	43/2	43/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		6	54	F#3	3	107
11	11	43/2	43/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		2	62	D4	4	101
11	11	43/2	43/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		5	71	B4	4	101
11	11	87/4	87/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		6	54	F#3	3	108
11	11	87/4	87/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		7	61	C#4	4	102
11	11	87/4	87/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		10	70	A#4	4	102
12	12	22	22	0.5	0	0	2/4	2	1	1/8	1/8	1		5	47	B2	2	111
12	12	22	22	1.0	0	0	2/4	1	1	1/4	1/4	1		2	62	D4	4	109
12	12	22	22	1.0	0	0	2/4	1	1	1/4	1/4	1		5	71	B4	4	109
12	12	45/2	45/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	54	F#3	3	112
12	12	91/4	91/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	54	F#3	3	113
12	12	23	23	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		5	47	B2	2	114
12	12	47/2	47/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		6	78	F#5	5	110
13	13	24	24	0.5	0	0	2/4	2	1	1/8	1/8	1		5	59	B3	3	125
13	13	24	24	0.5	0	0	2/4	1	2	1/8	1/8	1		5	83	B5	5	117
13	13	24	24	1.0	0	0	2/4	1	1	1/4	1/4	1		5	83	B5	5	115
13	13	49/2	49/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	66	F#4	4	126
13	13	49/2	49/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		2	74	D5	5	126
13	13	49/2	49/2	0.16666666666666666	1/8	1/8	2/4	1	2	1/24	1/16	2/3		6	90	F#6	6	118
13	13	74/3	74/3	0.16666666666666666	1/6	1/6	2/4	1	2	1/24	1/16	2/3		6	78	F#5	5	119
13	13	99/4	99/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	66	F#4	4	127
13	13	99/4	99/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		2	74	D5	5	127
13	13	149/6	149/6	0.16666666666666666	5/24	5/24	2/4	1	2	1/24	1/16	2/3		6	90	F#6	6	120
13	13	25	25	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		5	59	B3	3	128
13	13	25	25	0.5	1/4	1/4	2/4	1	2	1/8	1/8	1		7	85	C#6	6	121
13	13	25	25	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		7	85	C#6	6	116
13	13	51/2	51/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		6	66	F#4	4	129
13	13	51/2	51/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		7	73	C#5	5	129
13	13	51/2	51/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		4	76	E5	5	129
13	13	51/2	51/2	0.16666666666666666	3/8	3/8	2/4	1	2	1/24	1/16	2/3		6	90	F#6	6	122
13	13	77/3	77/3	0.16666666666666666	5/12	5/12	2/4	1	2	1/24	1/16	2/3		6	78	F#5	5	123
13	13	103/4	103/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		6	66	F#4	4	130
13	13	103/4	103/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		7	73	C#5	5	130
13	13	103/4	103/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		4	76	E5	5	130
13	13	155/6	155/6	0.16666666666666666	11/24	11/24	2/4	1	2	1/24	1/16	2/3		6	90	F#6	6	124
14	14	26	26	0.5	0	0	2/4	2	1	1/8	1/8	1		5	59	B3	3	140
14	14	26	26	0.5	0	0	2/4	1	2	1/8	1/8	1		2	86	D6	6	136
14	14	26	26	1.0	0	0	2/4	1	1	1/4	1/4	1		2	86	D6	6	131
14	14	53/2	53/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	66	F#4	4	141
14	14	53/2	53/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		2	74	D5	5	141
14	14	53/2	53/2	0.16666666666666666	1/8	1/8	2/4	1	2	1/24	1/16	2/3		6	90	F#6	6	137
14	14	80/3	80/3	0.16666666666666666	1/6	1/6	2/4	1	2	1/24	1/16	2/3		6	78	F#5	5	138
14	14	107/4	107/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	66	F#4	4	142
14	14	107/4	107/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		2	74	D5	5	142
14	14	161/6	161/6	0.16666666666666666	5/24	5/24	2/4	1	2	1/24	1/16	2/3		6	90	F#6	6	139
14	14	27	27	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		1	55	G3	3	143
14	14	27	27	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		1	67	G4	4	143
14	14	27	27	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		5	71	B4	4	143
14	14	27	27	0.25	1/4	1/4	2/4	1	1	1/16	1/16	1		1	79	G5	5	132
14	14	27	27	0.25	1/4	1/4	2/4	1	1	1/16	1/16	1		4	88	E6	6	132
14	14	109/4	109/4	0.25	5/16	5/16	2/4	1	1	1/16	1/16	1		6	78	F#5	5	133
14	14	109/4	109/4	0.25	5/16	5/16	2/4	1	1	1/16	1/16	1		2	86	D6	6	133
14	14	55/2	55/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		4	76	E5	5	134
14	14	55/2	55/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		7	85	C#6	6	134
14	14	111/4	111/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		2	74	D5	5	135
14	14	111/4	111/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		5	83	B5	5	135
15	15	28	28	0.5	0	0	2/4	2	1	1/8	1/8	1		3	57	A3	3	149
15	15	28	28	0.5	0	0	2/4	1	1	1/8	1/8	1		6	78	F#5	5	144
15	15	28	28	0.5	0	0	2/4	1	1	1/8	1/8	1		3	81	A5	5	144
15	15	57/2	57/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		6	66	F#4	4	150
15	15	57/2	57/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		3	69	A4	4	150
15	15	57/2	57/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		6	78	F#5	5	145
15	15	57/2	57/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	145
15	15	115/4	115/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		6	66	F#4	4	151
15	15	115/4	115/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		3	69	A4	4	151
15	15	29	29	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		3	57	A3	3	152
15	15	29	29	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		4	76	E5	5	146
15	15	29	29	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		7	85	C#6	6	146
15	15	59/2	59/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		1	67	G4	4	153
15	15	59/2	59/2	0.25	3/8	3/8	2/4	2	1	1/16	1/16	1		3	69	A4	4	153
15	15	59/2	59/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		6	78	F#5	5	147
15	15	59/2	59/2	0.25	3/8	3/8	2/4	1	1	1/16	1/16	1		2	86	D6	6	147
15	15	119/4	119/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		1	67	G4	4	154
15	15	119/4	119/4	0.25	7/16	7/16	2/4	2	1	1/16	1/16	1		3	69	A4	4	154
15	15	119/4	119/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		1	79	G5	5	148
15	15	119/4	119/4	0.25	7/16	7/16	2/4	1	1	1/16	1/16	1		4	88	E6	6	148
16	16	30	30	0.5	0	0	2/4	2	1	1/8	1/8	1		2	62	D4	4	156
16	16	30	30	1.5	0	0	2/4	1	1	3/8	1/4	3/2		3	81	A5	5	155
16	16	30	30	1.5	0	0	2/4	1	1	3/8	1/4	3/2		6	90	F#6	6	155
16	16	61/2	61/2	0.5	1/8	1/8	2/4	2	1	1/8	1/8	1		3	69	A4	4	157
16	16	61/2	61/2	0.5	1/8	1/8	2/4	2	1	1/8	1/8	1		2	74	D5	5	157
17	17	32	32	0.5	0	0	2/4	2	1	1/8	1/8	1		2	62	D4	4	168
17	17	32	32	0.5	0	0	2/4	2	1	1/8	1/8	1		6	66	F#4	4	168
17	17	32	32	0.5	0	0	2/4	2	1	1/8	1/8	1		3	69	A4	4	168
17	17	32	32	0.25	0	0	2/4	1	1	1/16	1/16	1		2	74	D5	5	158
17	17	129/4	129/4	0.25	1/16	1/16	2/4	1	1	1/16	1/16	1		3	81	A5	5	159
17	17	65/2	65/2	0.5	1/8	1/8	2/4	2	1	1/8	1/8	1		2	62	D4	4	169
17	17	65/2	65/2	0.5	1/8	1/8	2/4	2	1	1/8	1/8	1		1	67	G4	4	169
17	17	65/2	65/2	0.5	1/8	1/8	2/4	2	1	1/8	1/8	1		3	69	A4	4	169
