mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	5/8	6/8	1	1	1/8		1/8	1		8	56	G#3	3	0
1	0	0	0	0.5	0	5/8	6/8	1	1	1/8		1/8	1		8	68	G#4	4	0
2	1	1/2	1/2	0.25	0	0	6/8	2	1	1/16		1/16	1		7	37	C#2	2	5
2	1	1/2	1/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	61	C#4	4	1
2	1	1/2	1/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	73	C#5	5	1
2	1	3/4	3/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	6
2	1	1	1	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	7
2	1	5/4	5/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	8
2	1	3/2	3/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		7	49	C#3	3	9
2	1	3/2	3/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	63	D#4	4	2
2	1	3/2	3/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	75	D#5	5	2
2	1	7/4	7/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	10
2	1	2	2	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	11
2	1	2	2	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	64	E4	4	3
2	1	2	2	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	76	E5	5	3
2	1	9/4	9/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	12
2	1	5/2	5/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		7	49	C#3	3	13
2	1	11/4	11/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	14
2	1	3	3	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	15
2	1	3	3	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		6	66	F#4	4	4
2	1	3	3	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		6	78	F#5	5	4
2	1	13/4	13/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	16
3	2	7/2	7/2	0.25	0	0	6/8	2	1	1/16		1/16	1		7	37	C#2	2	21
3	2	7/2	7/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	68	G#4	4	17
3	2	7/2	7/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	80	G#5	5	17
3	2	15/4	15/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	22
3	2	4	4	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	23
3	2	17/4	17/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	24
3	2	9/2	9/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		7	49	C#3	3	25
3	2	9/2	9/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69	A4	4	18
3	2	9/2	9/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		3	81	A5	5	18
3	2	19/4	19/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	26
3	2	5	5	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		5	35	B1	1	27
3	2	5	5	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		5	47	B2	2	27
3	2	5	5	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		5	71	B4	4	19
3	2	5	5	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		5	83	B5	5	19
3	2	21/4	21/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	28
3	2	11/2	11/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		6	54	F#3	3	29
3	2	23/4	23/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		3	57	A3	3	30
3	2	6	6	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		6	54	F#3	3	31
3	2	6	6	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		3	69	A4	4	20
3	2	6	6	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		3	81	A5	5	20
3	2	25/4	25/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	32
4	3	13/2	13/2	0.25	0	0	6/8	2	1	1/16		1/16	1		4	40	E2	2	37
4	3	13/2	13/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	68	G#4	4	33
4	3	13/2	13/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	80	G#5	5	33
4	3	27/4	27/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		5	47	B2	2	38
4	3	7	7	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		4	52	E3	3	39
4	3	29/4	29/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		8	56	G#3	3	40
4	3	15/2	15/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		4	52	E3	3	41
4	3	15/2	15/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		6	66	F#4	4	34
4	3	15/2	15/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		6	78	F#5	5	34
4	3	31/4	31/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		5	47	B2	2	42
4	3	8	8	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		6	42	F#2	2	43
4	3	8	8	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	64	E4	4	35
4	3	8	8	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	76	E5	5	35
4	3	33/4	33/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	44
4	3	17/2	17/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		6	54	F#3	3	45
4	3	35/4	35/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		3	57	A3	3	46
4	3	9	9	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		6	54	F#3	3	47
4	3	9	9	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		9	63	D#4	4	36
4	3	9	9	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		9	75	D#5	5	36
4	3	37/4	37/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	48
5	4	19/2	19/2	0.25	0	0	6/8	2	1	1/16		1/16	1		8	32	G#1	1	53
5	4	19/2	19/2	0.25	0	0	6/8	2	1	1/16		1/16	1		8	44	G#2	2	53
5	4	19/2	19/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	61	C#4	4	49
5	4	19/2	19/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	73	C#5	5	49
5	4	39/4	39/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		7	49	C#3	3	54
5	4	10	10	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		4	52	E3	3	55
5	4	41/4	41/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		8	56	G#3	3	56
5	4	21/2	21/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		4	52	E3	3	57
5	4	21/2	21/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	63	D#4	4	50
5	4	21/2	21/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	75	D#5	5	50
5	4	43/4	43/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		7	49	C#3	3	58
5	4	11	11	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		8	44	G#2	2	59
5	4	11	11	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	64	E4	4	51
5	4	11	11	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	76	E5	5	51
5	4	45/4	45/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	60
5	4	23/2	23/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		6	54	F#3	3	61
5	4	47/4	47/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		8	56	G#3	3	62
5	4	12	12	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		6	54	F#3	3	63
5	4	12	12	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		12	60	B#3	3	52
5	4	12	12	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		12	72	B#4	4	52
5	4	49/4	49/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	64
6	5	25/2	25/2	0.5	0	0	6/8	2	1	1/8		1/8	1		7	37	C#2	2	67
6	5	25/2	25/2	0.5	0	0	6/8	2	1	1/8		1/8	1		7	49	C#3	3	67
6	5	25/2	25/2	0.5	0	0	6/8	1	1	1/8		1/8	1		7	61	C#4	4	65
6	5	25/2	25/2	0.5	0	0	6/8	1	1	1/8		1/8	1		7	73	C#5	5	65
6	5	14	14	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		7	61	C#4	4	68
6	5	14	14	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		4	64	E4	4	68
6	5	14	14	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		8	68	G#4	4	68
6	5	14	14	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		7	73	C#5	5	66
6	5	14	14	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	66
6	5	14	14	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		8	80	G#5	5	66
6	5	14	14	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		7	85	C#6	6	66
7	6	31/2	31/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2	1	-1	65	F4	4	72
7	6	31/2	31/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2	1	-4	68	Ab4	4	72
7	6	31/2	31/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	69
7	6	31/2	31/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	80	Ab5	5	69
7	6	17	17	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1	-1	-1	65	F4	4	73
7	6	17	17	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1	-1	-4	68	Ab4	4	73
7	6	17	17	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-1	77	F5	5	70
7	6	17	17	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	70
7	6	18	18	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	74
7	6	18	18	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	74
7	6	18	18	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-3	75	Eb5	5	71
7	6	18	18	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-6	78	Gb5	5	71
8	7	37/2	37/2	1.0	0	0	6/8	2	1	1/4		1/4	1		-5	61	Db4	4	78
8	7	37/2	37/2	1.0	0	0	6/8	2	1	1/4		1/4	1		-1	65	F4	4	78
8	7	37/2	37/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-5	73	Db5	5	75
8	7	37/2	37/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-1	77	F5	5	75
8	7	39/2	39/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	79
8	7	39/2	39/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	79
8	7	39/2	39/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	68	Ab4	4	76
8	7	39/2	39/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-3	75	Eb5	5	76
8	7	20	20	1.5	3/8	3/8	6/8	2	1	3/8		1/4	3/2		-4	56	Ab3	3	80
8	7	20	20	1.5	3/8	3/8	6/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	80
8	7	20	20	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	77
8	7	20	20	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	77
9	8	43/2	43/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2	1	-1	53	F3	3	84
9	8	43/2	43/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2	1	-5	61	Db4	4	84
9	8	43/2	43/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-1	65	F4	4	81
9	8	43/2	43/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-5	73	Db5	5	81
9	8	23	23	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1	-1	-1	53	F3	3	85
9	8	23	23	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1	-1	-5	61	Db4	4	85
9	8	23	23	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-1	65	F4	4	82
9	8	23	23	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-5	73	Db5	5	82
9	8	24	24	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	53	F3	3	86
9	8	24	24	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	86
9	8	24	24	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	65	F4	4	83
9	8	24	24	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	83
10	9	49/2	49/2	1.0	0	0	6/8	2	1	1/4		1/4	1		-4	56	Ab3	3	91
10	9	49/2	49/2	1.0	0	0	6/8	2	1	1/4		1/4	1		-3	63	Eb4	4	91
10	9	49/2	49/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-4	68	Ab4	4	87
10	9	49/2	49/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-3	75	Eb5	5	87
10	9	51/2	51/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	92
10	9	51/2	51/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	92
10	9	51/2	51/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	88
10	9	51/2	51/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	77	F5	5	88
10	9	26	26	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1		-4	56	Ab3	3	93
10	9	26	26	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1		-3	63	Eb4	4	93
10	9	26	26	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-4	68	Ab4	4	89
10	9	26	26	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-3	75	Eb5	5	89
10	9	27	27	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	53	F3	3	94
10	9	27	27	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	94
10	9	27	27	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	65	F4	4	90
10	9	27	27	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	90
11	10	55/2	55/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	75	Eb5	5	95
11	10	55/2	55/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-4	68	Ab4	4	96
11	10	55/2	55/2	0.0	0	0	6/8	2	1	0	grace16	1/16	1		-3	63	Eb4	4	100
11	10	55/2	55/2	0.0	0	0	6/8	2	1	0	grace16	1/16	1	0	-4	56	Ab3	3	101
11	10	55/2	55/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2	1	-4	56	Ab3	3	102
11	10	55/2	55/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2	1	-3	63	Eb4	4	102
11	10	55/2	55/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	68	Ab4	4	97
11	10	55/2	55/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-3	75	Eb5	5	97
11	10	29	29	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1	-1	-4	56	Ab3	3	103
11	10	29	29	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1	-1	-3	63	Eb4	4	103
11	10	29	29	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	68	Ab4	4	98
11	10	29	29	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-3	75	Eb5	5	98
11	10	30	30	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	99
12	11	61/2	61/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-1	89	F6	6	104
12	11	61/2	61/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	92	Ab6	6	104
12	11	61/2	61/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-4	80	Ab5	5	105
12	11	61/2	61/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	109
12	11	61/2	61/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	109
12	11	61/2	61/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	80	Ab5	5	106
12	11	61/2	61/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-1	89	F6	6	106
12	11	61/2	61/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	92	Ab6	6	106
12	11	31	31	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	110
12	11	31	31	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	110
12	11	31	31	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	110
12	11	63/2	63/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	111
12	11	63/2	63/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	111
12	11	63/2	63/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	111
12	11	32	32	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	107
12	11	32	32	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-1	89	F6	6	107
12	11	32	32	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	92	Ab6	6	107
12	11	33	33	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	112
12	11	33	33	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	112
12	11	33	33	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	112
12	11	33	33	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	112
12	11	33	33	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-6	78	Gb5	5	108
12	11	33	33	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-3	87	Eb6	6	108
12	11	33	33	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-6	90	Gb6	6	108
13	12	67/2	67/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-5	85	Db6	6	113
13	12	67/2	67/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-1	89	F6	6	113
13	12	67/2	67/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-1	77	F5	5	114
13	12	67/2	67/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	118
13	12	67/2	67/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-1	77	F5	5	115
13	12	67/2	67/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-5	85	Db6	6	115
13	12	67/2	67/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-1	89	F6	6	115
13	12	34	34	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	119
13	12	34	34	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	119
13	12	34	34	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	119
13	12	69/2	69/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-3	75	Eb5	5	116
13	12	69/2	69/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	116
13	12	69/2	69/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-3	87	Eb6	6	116
13	12	35	35	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	120
13	12	35	35	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	117
13	12	35	35	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	117
13	12	35	35	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-3	87	Eb6	6	117
13	12	71/2	71/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	121
13	12	71/2	71/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		0	60	C4	4	121
13	12	71/2	71/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	121
13	12	71/2	71/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	121
14	13	73/2	73/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	122
14	13	73/2	73/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-5	85	Db6	6	122
14	13	73/2	73/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-5	73	Db5	5	123
14	13	73/2	73/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	127
14	13	73/2	73/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	127
14	13	73/2	73/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-5	73	Db5	5	124
14	13	73/2	73/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	80	Ab5	5	124
14	13	73/2	73/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-5	85	Db6	6	124
14	13	37	37	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	128
14	13	37	37	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	128
14	13	37	37	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	128
14	13	75/2	75/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	129
14	13	75/2	75/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	129
14	13	75/2	75/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	129
14	13	38	38	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-5	73	Db5	5	125
14	13	38	38	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	125
14	13	38	38	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-5	85	Db6	6	125
14	13	39	39	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	130
14	13	39	39	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	130
14	13	39	39	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	130
14	13	39	39	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	126
14	13	39	39	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	126
14	13	39	39	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	85	Db6	6	126
15	14	79/2	79/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	131
15	14	79/2	79/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	87	Eb6	6	131
15	14	79/2	79/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-3	75	Eb5	5	132
15	14	79/2	79/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	139
15	14	79/2	79/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-3	75	Eb5	5	133
15	14	79/2	79/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-4	80	Ab5	5	133
15	14	79/2	79/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-3	87	Eb6	6	133
15	14	40	40	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	140
15	14	40	40	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	140
15	14	40	40	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	140
15	14	40	40	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	140
15	14	81/2	81/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	141
15	14	81/2	81/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	141
15	14	81/2	81/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	141
15	14	81/2	81/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	68	Ab4	4	141
15	14	81/2	81/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	77	F5	5	134
15	14	81/2	81/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	134
15	14	81/2	81/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	89	F6	6	134
15	14	41	41	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	135
15	14	41	41	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-3	87	Eb6	6	135
15	14	41	41	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1	0	-3	75	Eb5	5	136
15	14	41	41	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-3	75	Eb5	5	137
15	14	41	41	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-4	80	Ab5	5	137
15	14	41	41	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-3	87	Eb6	6	137
15	14	83/2	83/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	142
15	14	83/2	83/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		0	60	C4	4	142
15	14	83/2	83/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	142
15	14	83/2	83/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	142
15	14	42	42	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	143
15	14	42	42	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	143
15	14	42	42	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	143
15	14	42	42	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	138
15	14	42	42	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	138
15	14	42	42	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	85	Db6	6	138
16	15	85/2	85/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	144
16	15	85/2	85/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	87	Eb6	6	144
