mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
48	47	277/2	277/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-5	85	Db6	6	422
48	47	140	140	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1		-4	56	Ab3	3	425
48	47	140	140	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1		-5	61	Db4	4	425
48	47	140	140	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1		-1	65	F4	4	425
48	47	140	140	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-5	73	Db5	5	423
48	47	140	140	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	423
48	47	140	140	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-5	85	Db6	6	423
49	47	141	141	0.5	0	5/8	6/8	1	1	1/8		1/8	1		8	56	G#3	3	426
49	47	141	141	0.5	0	5/8	6/8	1	1	1/8		1/8	1		8	68	G#4	4	426
50	48	283/2	283/2	0.25	0	0	6/8	2	1	1/16		1/16	1		7	37	C#2	2	431
50	48	283/2	283/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	61	C#4	4	427
50	48	283/2	283/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	73	C#5	5	427
50	48	567/4	567/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	432
50	48	142	142	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	433
50	48	569/4	569/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	434
50	48	285/2	285/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		7	49	C#3	3	435
50	48	285/2	285/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	63	D#4	4	428
50	48	285/2	285/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	75	D#5	5	428
50	48	571/4	571/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	436
50	48	143	143	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	437
50	48	143	143	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	64	E4	4	429
50	48	143	143	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	76	E5	5	429
50	48	573/4	573/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	438
50	48	287/2	287/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		7	49	C#3	3	439
50	48	575/4	575/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	440
50	48	144	144	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	441
50	48	144	144	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		6	66	F#4	4	430
50	48	144	144	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		6	78	F#5	5	430
50	48	577/4	577/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	442
51	49	289/2	289/2	0.25	0	0	6/8	2	1	1/16		1/16	1		7	37	C#2	2	447
51	49	289/2	289/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	68	G#4	4	443
51	49	289/2	289/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	80	G#5	5	443
51	49	579/4	579/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	448
51	49	145	145	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		7	49	C#3	3	449
51	49	581/4	581/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		4	52	E3	3	450
51	49	291/2	291/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		7	49	C#3	3	451
51	49	291/2	291/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69	A4	4	444
51	49	291/2	291/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		3	81	A5	5	444
51	49	583/4	583/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		8	44	G#2	2	452
51	49	146	146	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		5	35	B1	1	453
51	49	146	146	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		5	47	B2	2	453
51	49	146	146	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		5	71	B4	4	445
51	49	146	146	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		5	83	B5	5	445
51	49	585/4	585/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	454
51	49	293/2	293/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		6	54	F#3	3	455
51	49	587/4	587/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		3	57	A3	3	456
51	49	147	147	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		6	54	F#3	3	457
51	49	147	147	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		3	69	A4	4	446
51	49	147	147	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		3	81	A5	5	446
51	49	589/4	589/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	458
52	50	295/2	295/2	0.25	0	0	6/8	2	1	1/16		1/16	1		4	40	E2	2	463
52	50	295/2	295/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	68	G#4	4	459
52	50	295/2	295/2	1.0	0	0	6/8	1	1	1/4		1/4	1		8	80	G#5	5	459
52	50	591/4	591/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		5	47	B2	2	464
52	50	148	148	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		4	52	E3	3	465
52	50	593/4	593/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		8	56	G#3	3	466
52	50	297/2	297/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		4	52	E3	3	467
52	50	297/2	297/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		6	66	F#4	4	460
52	50	297/2	297/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		6	78	F#5	5	460
52	50	595/4	595/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		5	47	B2	2	468
52	50	149	149	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		6	42	F#2	2	469
52	50	149	149	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	64	E4	4	461
52	50	149	149	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	76	E5	5	461
52	50	597/4	597/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	470
52	50	299/2	299/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		6	54	F#3	3	471
52	50	599/4	599/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		3	57	A3	3	472
52	50	150	150	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		6	54	F#3	3	473
52	50	150	150	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		9	63	D#4	4	462
52	50	150	150	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		9	75	D#5	5	462
52	50	601/4	601/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	474
53	51	301/2	301/2	0.25	0	0	6/8	2	1	1/16		1/16	1		8	44	G#2	2	479
53	51	301/2	301/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	61	C#4	4	475
53	51	301/2	301/2	1.0	0	0	6/8	1	1	1/4		1/4	1		7	73	C#5	5	475
53	51	603/4	603/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		7	49	C#3	3	480
53	51	151	151	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		4	52	E3	3	481
53	51	605/4	605/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		8	56	G#3	3	482
53	51	303/2	303/2	0.25	1/4	1/4	6/8	2	1	1/16		1/16	1		4	52	E3	3	483
53	51	303/2	303/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	63	D#4	4	476
53	51	303/2	303/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	75	D#5	5	476
53	51	607/4	607/4	0.25	5/16	5/16	6/8	2	1	1/16		1/16	1		7	49	C#3	3	484
53	51	152	152	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		8	44	G#2	2	485
53	51	152	152	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	64	E4	4	477
53	51	152	152	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		4	76	E5	5	477
53	51	609/4	609/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	486
53	51	305/2	305/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		6	54	F#3	3	487
53	51	611/4	611/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		8	56	G#3	3	488
53	51	153	153	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		6	54	F#3	3	489
53	51	153	153	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		12	60	B#3	3	478
53	51	153	153	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		12	72	B#4	4	478
53	51	613/4	613/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		9	51	D#3	3	490
54	52	307/2	307/2	0.5	0	0	6/8	2	1	1/8		1/8	1		7	37	C#2	2	493
54	52	307/2	307/2	0.5	0	0	6/8	2	1	1/8		1/8	1		7	49	C#3	3	493
54	52	307/2	307/2	0.5	0	0	6/8	1	1	1/8		1/8	1		7	61	C#4	4	491
54	52	307/2	307/2	0.5	0	0	6/8	1	1	1/8		1/8	1		7	73	C#5	5	491
54	52	155	155	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		7	61	C#4	4	494
54	52	155	155	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		4	64	E4	4	494
54	52	155	155	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		8	68	G#4	4	494
54	52	155	155	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		7	73	C#5	5	492
54	52	155	155	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	492
54	52	155	155	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		8	80	G#5	5	492
54	52	155	155	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		7	85	C#6	6	492
