mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
3	3	21/2	21/2	1.0	5/8	5/8	4/4	1	2	1/4	1/4	1		-5	61	Db4	4	49
3	3	21/2	21/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	44
3	3	21/2	21/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	44
3	3	11	11	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-4	68	Ab4	4	45
3	3	11	11	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		0	72	C5	5	45
3	3	23/2	23/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1	1	-2	34	Bb1	1	54
3	3	23/2	23/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1	1	-2	46	Bb2	2	54
3	3	23/2	23/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1	1	2	62	D4	4	50
3	3	23/2	23/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-6	66	Gb4	4	46
3	3	23/2	23/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	46
4	4	12	12	0.5	0	0	4/4	2	1	1/8	1/8	1	-1	-2	34	Bb1	1	70
4	4	12	12	0.5	0	0	4/4	2	1	1/8	1/8	1	-1	-2	46	Bb2	2	70
4	4	12	12	0.5	0	0	4/4	1	2	1/8	1/8	1	-1	2	62	D4	4	65
4	4	12	12	0.5	0	0	4/4	1	1	1/8	1/8	1		-1	65	F4	4	57
4	4	12	12	0.5	0	0	4/4	1	1	1/8	1/8	1		-4	68	Ab4	4	57
4	4	25/2	25/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-3	27	Eb1	1	71
4	4	25/2	25/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-3	39	Eb2	2	71
4	4	25/2	25/2	1.5	1/8	1/8	4/4	1	2	3/8	1/4	3/2		-2	58	Bb3	3	66
4	4	25/2	25/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	58
4	4	25/2	25/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-6	66	Gb4	4	58
4	4	13	13	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	59
4	4	13	13	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65	F4	4	59
4	4	27/2	27/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	-6	30	Gb1	1	72
4	4	27/2	27/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	-6	42	Gb2	2	72
4	4	27/2	27/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	60	C4	4	60
4	4	27/2	27/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	60
4	4	14	14	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	-1	-6	30	Gb1	1	73
4	4	14	14	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	-1	-6	42	Gb2	2	73
4	4	14	14	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-2	58	Bb3	3	67
4	4	14	14	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	61
4	4	29/2	29/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	62
4	4	15	15	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-1	29	F1	1	74
4	4	15	15	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-1	41	F2	2	74
4	4	15	15	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		3	57	A3	3	68
4	4	15	15	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65	F4	4	63
4	4	31/2	31/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		-3	51	Eb3	3	69
4	4	31/2	31/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	60	C4	4	64
5	5	16	16	2.0	0	0	4/4	2	1	1/2	1/2	1	1	-2	34	Bb1	1	82
5	5	16	16	2.0	0	0	4/4	2	1	1/2	1/2	1	1	-1	41	F2	2	82
5	5	16	16	2.0	0	0	4/4	2	1	1/2	1/2	1	1	-2	46	Bb2	2	82
5	5	16	16	0.5	0	0	4/4	1	2	1/8	1/8	1		-5	49	Db3	3	77
5	5	16	16	0.5	0	0	4/4	1	2	1/8	1/8	1		-1	53	F3	3	77
5	5	16	16	2.0	0	0	4/4	1	1	1/2	1/2	1	1	-2	58	Bb3	3	75
5	5	33/2	33/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		-3	51	Eb3	3	78
5	5	33/2	33/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		-6	54	Gb3	3	78
5	5	17	17	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-5	49	Db3	3	79
5	5	17	17	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	53	F3	3	79
5	5	35/2	35/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		0	48	C3	3	80
5	5	35/2	35/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		-3	51	Eb3	3	80
5	5	18	18	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2	-1	-2	34	Bb1	1	83
5	5	18	18	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2	-1	-1	41	F2	2	83
5	5	18	18	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2	-1	-2	46	Bb2	2	83
5	5	18	18	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		-5	49	Db3	3	81
5	5	18	18	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		-1	53	F3	3	81
5	5	18	18	1.5	1/2	1/2	4/4	1	1	3/8	1/4	3/2	-1	-2	58	Bb3	3	76
6	6	20	20	0.5	0	0	4/4	1	1	1/8	1/8	1		2	62	D4	4	84
6	6	20	20	1.0	0	0	4/4	1	3	1/4	1/4	1		2	62	D4	4	95
6	6	41/2	41/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-2	46	Bb2	2	96
6	6	41/2	41/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-1	53	F3	3	96
6	6	41/2	41/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-1	65	F4	4	85
6	6	41/2	41/2	1.5	1/8	1/8	4/4	1	2	3/8	1/4	3/2		-1	65	F4	4	90
6	6	21	21	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	86
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	97
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	97
6	6	43/2	43/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	87
6	6	22	22	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	91
6	6	22	22	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	88
6	6	45/2	45/2	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		0	48	C3	3	98
6	6	45/2	45/2	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		-1	53	F3	3	98
6	6	45/2	45/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		3	57	A3	3	92
6	6	23	23	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	93
6	6	23	23	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4	89
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	41	F2	2	99
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	99
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	99
6	6	47/2	47/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		0	60	C4	4	94
7	7	24	24	0.5	0	0	4/4	1	1	1/8	1/8	1		2	62	D4	4	100
7	7	24	24	1.0	0	0	4/4	1	3	1/4	1/4	1		2	62	D4	4	111
7	7	49/2	49/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-2	46	Bb2	2	112
7	7	49/2	49/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-1	53	F3	3	112
7	7	49/2	49/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-1	65	F4	4	101
7	7	49/2	49/2	1.5	1/8	1/8	4/4	1	2	3/8	1/4	3/2		-1	65	F4	4	106
7	7	25	25	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	102
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		2	50	D3	3	113
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	113
7	7	51/2	51/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	103
7	7	26	26	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	107
7	7	26	26	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	104
7	7	53/2	53/2	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		0	48	C3	3	114
7	7	53/2	53/2	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		-1	53	F3	3	114
7	7	53/2	53/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		3	57	A3	3	108
7	7	27	27	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	109
7	7	27	27	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4	105
7	7	55/2	55/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	41	F2	2	115
7	7	55/2	55/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51	Eb3	3	115
7	7	55/2	55/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	115
7	7	55/2	55/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		0	60	C4	4	110
8	8	28	28	0.5	0	0	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	116
8	8	28	28	1.5	0	0	4/4	1	2	3/8	1/4	3/2		-5	61	Db4	4	124
8	8	57/2	57/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-2	46	Bb2	2	129
8	8	57/2	57/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-1	53	F3	3	129
8	8	57/2	57/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-1	65	F4	4	117
8	8	29	29	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	118
8	8	59/2	59/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	-2	46	Bb2	2	130
8	8	59/2	59/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	-1	53	F3	3	130
8	8	59/2	59/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	125
8	8	59/2	59/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	119
8	8	30	30	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	-1	-2	46	Bb2	2	131
8	8	30	30	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	-1	-1	53	F3	3	131
8	8	30	30	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	126
8	8	30	30	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	120
8	8	61/2	61/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	121
8	8	31	31	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-9	45	Bbb2	2	132
8	8	31	31	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-5	49	Db3	3	132
8	8	31	31	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	127
8	8	31	31	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	122
8	8	31	31	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	77	F5	5	122
8	8	63/2	63/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	128
8	8	63/2	63/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	123
8	8	63/2	63/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		1	79	G5	5	123
9	9	32	32	1.0	0	0	4/4	2	1	1/4	1/4	1		-4	44	Ab2	2	157
9	9	32	32	1.0	0	0	4/4	2	1	1/4	1/4	1		-5	49	Db3	3	157
9	9	32	32	1.0	0	0	4/4	2	1	1/4	1/4	1		-1	53	F3	3	157
9	9	32	32	0.5	0	0	4/4	1	1	1/8	1/8	1		-1	65	F4	4	133
9	9	32	32	0.5	0	0	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	133
9	9	32	32	0.5	0	0	4/4	1	1	1/8	1/8	1		-4	80	Ab5	5	133
9	9	65/2	65/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		3	81	A5	5	134
9	9	33	33	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	32	Ab1	1	158
9	9	33	33	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	44	Ab2	2	158
9	9	33	33	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1	1	-6	66	Gb4	4	135
9	9	33	33	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1	1	0	72	C5	5	135
9	9	33	33	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	135
9	9	67/2	67/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	-6	54	Gb3	3	159
9	9	67/2	67/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	0	60	C4	4	159
9	9	67/2	67/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	-3	63	Eb4	4	159
9	9	34	34	0.25	1/2	1/2	4/4	2	1	1/16	1/16	1	-1	-6	54	Gb3	3	160
9	9	34	34	0.25	1/2	1/2	4/4	2	1	1/16	1/16	1	-1	0	60	C4	4	160
9	9	34	34	0.25	1/2	1/2	4/4	2	1	1/16	1/16	1	-1	-3	63	Eb4	4	160
9	9	34	34	0.25	1/2	1/2	4/4	1	1	1/16	1/16	1	-1	-6	66	Gb4	4	136
9	9	34	34	0.25	1/2	1/2	4/4	1	1	1/16	1/16	1	-1	0	72	C5	5	136
9	9	34	34	0.25	1/2	1/2	4/4	1	1	1/16	1/16	1	-1	-2	82	Bb5	5	136
9	9	137/4	137/4	0.25	9/16	9/16	4/4	2	1	1/16	1/16	1		-6	66	Gb4	4	161
9	9	137/4	137/4	0.25	9/16	9/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	137
9	9	137/4	137/4	0.25	9/16	9/16	4/4	1	1	1/16	1/16	1		3	81	A5	5	137
9	9	69/2	69/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	162
9	9	69/2	69/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		-7	71	Cb5	5	138
9	9	69/2	69/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		-4	80	Ab5	5	138
9	9	139/4	139/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		-3	63	Eb4	4	163
9	9	139/4	139/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	139
9	9	139/4	139/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		1	79	G5	5	139
9	9	35	35	0.25	3/4	3/4	4/4	2	1	1/16	1/16	1		0	60	C4	4	164
9	9	35	35	0.25	3/4	3/4	4/4	1	1	1/16	1/16	1		-9	69	Bbb4	4	140
9	9	35	35	0.25	3/4	3/4	4/4	1	1	1/16	1/16	1		-6	78	Gb5	5	140
9	9	141/4	141/4	0.25	13/16	13/16	4/4	2	1	1/16	1/16	1		-5	61	Db4	4	165
9	9	141/4	141/4	0.25	13/16	13/16	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	141
9	9	141/4	141/4	0.25	13/16	13/16	4/4	1	1	1/16	1/16	1		-1	77	F5	5	141
9	9	71/2	71/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		10	58	A#3	3	166
9	9	71/2	71/2	0.25	7/8	7/8	4/4	1	1	1/16	1/16	1		1	67	G4	4	142
9	9	71/2	71/2	0.25	7/8	7/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	142
9	9	143/4	143/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	167
9	9	143/4	143/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		6	66	F#4	4	143
9	9	143/4	143/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		9	75	D#5	5	143
9	9	36	36	0.25	1	1	4/4	2	1	1/16	1/16	1		8	56	G#3	3	168
9	9	36	36	0.25	1	1	4/4	1	1	1/16	1/16	1		-1	65	F4	4	144
9	9	36	36	0.25	1	1	4/4	1	1	1/16	1/16	1		2	74	D5	5	144
9	9	145/4	145/4	0.25	17/16	17/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	169
9	9	145/4	145/4	0.25	17/16	17/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	145
9	9	145/4	145/4	0.25	17/16	17/16	4/4	1	1	1/16	1/16	1		7	73	C#5	5	145
9	9	73/2	73/2	0.25	9/8	9/8	4/4	2	1	1/16	1/16	1		6	54	F#3	3	170
9	9	73/2	73/2	0.25	9/8	9/8	4/4	1	1	1/16	1/16	1		-3	63	Eb4	4	146
9	9	73/2	73/2	0.25	9/8	9/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	146
9	9	147/4	147/4	0.25	19/16	19/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	171
9	9	147/4	147/4	0.25	19/16	19/16	4/4	1	1	1/16	1/16	1		2	62	D4	4	147
9	9	147/4	147/4	0.25	19/16	19/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	147
9	9	37	37	0.25	5/4	5/4	4/4	2	1	1/16	1/16	1		4	52	E3	3	172
9	9	37	37	0.25	5/4	5/4	4/4	1	1	1/16	1/16	1		-5	61	Db4	4	148
9	9	37	37	0.25	5/4	5/4	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	148
9	9	149/4	149/4	0.25	21/16	21/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	173
9	9	149/4	149/4	0.25	21/16	21/16	4/4	1	1	1/16	1/16	1		0	60	C4	4	149
9	9	149/4	149/4	0.25	21/16	21/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	149
9	9	75/2	75/2	0.25	11/8	11/8	4/4	2	1	1/16	1/16	1		-6	54	Gb3	3	174
9	9	75/2	75/2	2.0	11/8	11/8	4/4	1	2	1/2	1/2	1		0	60	C4	4	156
9	9	75/2	75/2	0.25	11/8	11/8	4/4	1	1	1/16	1/16	1		-4	68	Ab4	4	150
9	9	151/4	151/4	0.25	23/16	23/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	175
9	9	151/4	151/4	0.25	23/16	23/16	4/4	1	1	1/16	1/16	1		1	67	G4	4	151
9	9	38	38	0.5	3/2	3/2	4/4	2	1	1/8	1/8	1	1	-4	56	Ab3	3	176
9	9	38	38	0.25	3/2	3/2	4/4	1	1	1/16	1/16	1		-6	66	Gb4	4	152
9	9	153/4	153/4	0.25	25/16	25/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	153
9	9	77/2	77/2	0.75	13/8	13/8	4/4	2	2	3/16	1/8	3/2		-4	56	Ab3	3	178
9	9	77/2	77/2	1.0	13/8	13/8	4/4	2	1	1/4	1/4	1	-1	-4	56	Ab3	3	177
9	9	77/2	77/2	0.75	13/8	13/8	4/4	1	1	3/16	1/8	3/2		4	64	E4	4	154
9	9	157/4	157/4	0.25	29/16	29/16	4/4	2	2	1/16	1/16	1		-6	54	Gb3	3	179
9	9	157/4	157/4	0.25	29/16	29/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4	155
10	10	79/2	79/2	1.0	0	0	4/4	2	2	1/4	1/4	1		-5	49	Db3	3	195
10	10	79/2	79/2	2.0	0	0	4/4	2	1	1/2	1/2	1	1	-5	61	Db4	4	192
10	10	79/2	79/2	0.5	0	0	4/4	1	1	1/8	1/8	1		-1	65	F4	4	180
10	10	79/2	79/2	1.0	0	0	4/4	1	3	1/4	1/4	1		-1	65	F4	4	191
10	10	40	40	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-4	68	Ab4	4	181
10	10	40	40	1.5	1/8	1/8	4/4	1	2	3/8	1/4	3/2	1	-4	68	Ab4	4	186
10	10	81/2	81/2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	196
10	10	81/2	81/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	182
10	10	41	41	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	183
10	10	83/2	83/2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-6	54	Gb3	3	197
10	10	83/2	83/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	-1	-5	61	Db4	4	193
10	10	83/2	83/2	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1	-1	-4	68	Ab4	4	187
10	10	83/2	83/2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	184
