mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
10	10	42	42	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		-6	66	Gb4	4	188
10	10	85/2	85/2	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-4	56	Ab3	3	198
10	10	85/2	85/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	194
10	10	85/2	85/2	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	189
10	10	85/2	85/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-4	68	Ab4	4	185
10	10	43	43	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-6	54	Gb3	3	199
10	10	43	43	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	190
11	11	87/2	87/2	2.0	0	0	4/4	2	2	1/2	1/2	1		-1	53	F3	3	216
11	11	87/2	87/2	1.0	0	0	4/4	2	1	1/4	1/4	1		-4	56	Ab3	3	212
11	11	87/2	87/2	0.5	0	0	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	200
11	11	87/2	87/2	1.0	0	0	4/4	1	3	1/4	1/4	1		-5	61	Db4	4	211
11	11	44	44	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-4	68	Ab4	4	201
11	11	44	44	1.5	1/8	1/8	4/4	1	2	3/8	1/4	3/2	1	-4	68	Ab4	4	206
11	11	89/2	89/2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1	1	-5	61	Db4	4	213
11	11	89/2	89/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	202
11	11	45	45	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	203
11	11	91/2	91/2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-6	54	Gb3	3	217
11	11	91/2	91/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	-1	-5	61	Db4	4	214
11	11	91/2	91/2	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1	-1	-4	68	Ab4	4	207
11	11	91/2	91/2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	204
11	11	46	46	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		-6	66	Gb4	4	208
11	11	93/2	93/2	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-4	56	Ab3	3	218
11	11	93/2	93/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	215
11	11	93/2	93/2	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	209
11	11	93/2	93/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-4	68	Ab4	4	205
11	11	47	47	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-6	54	Gb3	3	219
11	11	47	47	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	210
12	12	95/2	95/2	1.0	0	0	4/4	2	1	1/4	1/4	1		-1	53	F3	3	232
12	12	95/2	95/2	1.0	0	0	4/4	2	1	1/4	1/4	1		-4	56	Ab3	3	232
12	12	95/2	95/2	0.5	0	0	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	220
12	12	48	48	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-4	68	Ab4	4	221
12	12	48	48	1.5	1/8	1/8	4/4	1	2	3/8	1/4	3/2	1	-4	68	Ab4	4	228
12	12	97/2	97/2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1	1	-5	49	Db3	3	233
12	12	97/2	97/2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1	1	-4	56	Ab3	3	233
12	12	97/2	97/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	222
12	12	97/2	97/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-6	78	Gb5	5	222
12	12	49	49	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	223
12	12	49	49	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		-1	77	F5	5	223
12	12	99/2	99/2	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1	-1	-5	49	Db3	3	234
12	12	99/2	99/2	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1	-1	-4	56	Ab3	3	234
12	12	99/2	99/2	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1	-1	-4	68	Ab4	4	229
12	12	99/2	99/2	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		0	72	C5	5	224
12	12	99/2	99/2	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	224
12	12	50	50	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		-6	30	Gb1	1	235
12	12	50	50	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		-6	42	Gb2	2	235
12	12	50	50	1.0	5/8	5/8	4/4	1	2	1/4	1/4	1		-5	61	Db4	4	230
12	12	50	50	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	225
12	12	50	50	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-5	73	Db5	5	225
12	12	101/2	101/2	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-4	68	Ab4	4	226
12	12	101/2	101/2	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		0	72	C5	5	226
12	12	51	51	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1	1	-2	34	Bb1	1	236
12	12	51	51	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1	1	-2	46	Bb2	2	236
12	12	51	51	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1	1	2	62	D4	4	231
12	12	51	51	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-6	66	Gb4	4	227
12	12	51	51	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	227
13	13	103/2	103/2	0.5	0	0	4/4	2	1	1/8	1/8	1	-1	-2	34	Bb1	1	246
13	13	103/2	103/2	0.5	0	0	4/4	2	1	1/8	1/8	1	-1	-2	46	Bb2	2	246
13	13	103/2	103/2	0.5	0	0	4/4	1	2	1/8	1/8	1	-1	2	62	D4	4	245
13	13	103/2	103/2	0.5	0	0	4/4	1	1	1/8	1/8	1		-1	65	F4	4	237
13	13	103/2	103/2	0.5	0	0	4/4	1	1	1/8	1/8	1		-4	68	Ab4	4	237
13	13	52	52	1.0	1/8	1/8	4/4	2	2	1/4	1/4	1		-3	27	Eb1	1	251
13	13	52	52	1.0	1/8	1/8	4/4	2	2	1/4	1/4	1		-3	39	Eb2	2	251
13	13	52	52	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	247
13	13	52	52	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	238
13	13	52	52	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-6	66	Gb4	4	238
13	13	105/2	105/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	239
13	13	105/2	105/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65	F4	4	239
13	13	53	53	0.25	3/8	3/8	4/4	2	2	1/16	1/16	1		-1	29	F1	1	252
13	13	53	53	0.25	3/8	3/8	4/4	2	2	1/16	1/16	1		-1	41	F2	2	252
13	13	53	53	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	248
13	13	53	53	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	240
13	13	53	53	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	240
13	13	213/4	213/4	0.25	7/16	7/16	4/4	2	2	1/16	1/16	1		1	31	G1	1	253
13	13	213/4	213/4	0.25	7/16	7/16	4/4	2	2	1/16	1/16	1		1	43	G2	2	253
13	13	107/2	107/2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-4	32	Ab1	1	254
13	13	107/2	107/2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-4	44	Ab2	2	254
13	13	107/2	107/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	53	F3	3	249
13	13	107/2	107/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-4	56	Ab3	3	249
13	13	107/2	107/2	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		-5	61	Db4	4	241
13	13	54	54	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	242
13	13	109/2	109/2	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1	1	-9	33	Bbb1	1	255
13	13	109/2	109/2	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1	1	-9	45	Bbb2	2	255
13	13	109/2	109/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	4	52	E3	3	250
13	13	109/2	109/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	1	55	G3	3	250
13	13	109/2	109/2	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-8	64	Fb4	4	243
13	13	55	55	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	60	C4	4	244
14	14	111/2	111/2	2.0	0	0	4/4	2	2	1/2	1/2	1	-1	-9	33	Bbb1	1	265
14	14	111/2	111/2	2.0	0	0	4/4	2	2	1/2	1/2	1	-1	-9	45	Bbb2	2	265
14	14	111/2	111/2	2.0	0	0	4/4	2	1	1/2	1/2	1	-1	4	52	E3	3	262
14	14	111/2	111/2	2.0	0	0	4/4	2	1	1/2	1/2	1	-1	1	55	G3	3	262
14	14	111/2	111/2	1.0	0	0	4/4	1	1	1/4	1/4	1		-3	63	Eb4	4	256
14	14	113/2	113/2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1	1	-5	61	Db4	4	257
14	14	115/2	115/2	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1	1	-4	32	Ab1	1	266
14	14	115/2	115/2	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1	1	-4	44	Ab2	2	266
14	14	115/2	115/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	53	F3	3	263
14	14	115/2	115/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-4	56	Ab3	3	263
14	14	115/2	115/2	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1	-1	-5	61	Db4	4	258
14	14	58	58	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		-3	63	Eb4	4	259
14	14	117/2	117/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	-6	54	Gb3	3	264
14	14	117/2	117/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	-4	56	Ab3	3	264
14	14	117/2	117/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	0	60	C4	4	264
14	14	117/2	117/2	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65	F4	4	260
14	14	59	59	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	60	C4	4	261
15	15	119/2	119/2	1.0	0	0	4/4	2	2	1/4	1/4	1	-1	-4	32	Ab1	1	277
15	15	119/2	119/2	1.0	0	0	4/4	2	2	1/4	1/4	1	-1	-4	44	Ab2	2	277
15	15	119/2	119/2	1.0	0	0	4/4	2	1	1/4	1/4	1	-1	-6	54	Gb3	3	274
15	15	119/2	119/2	1.0	0	0	4/4	2	1	1/4	1/4	1	-1	-4	56	Ab3	3	274
15	15	119/2	119/2	1.0	0	0	4/4	2	1	1/4	1/4	1	-1	0	60	C4	4	274
15	15	119/2	119/2	1.0	0	0	4/4	1	1	1/4	1/4	1	1	-3	63	Eb4	4	267
15	15	121/2	121/2	3.0	1/4	1/4	4/4	2	2	3/4	1/2	3/2		-5	25	Db1	1	278
15	15	121/2	121/2	3.0	1/4	1/4	4/4	2	2	3/4	1/2	3/2		-5	37	Db2	2	278
15	15	121/2	121/2	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		-1	53	F3	3	275
15	15	121/2	121/2	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		-4	56	Ab3	3	275
15	15	121/2	121/2	0.2	1/4	1/4	4/4	1	1	1/20	1/16	4/5	-1	-3	63	Eb4	4	268
15	15	607/10	607/10	0.2	3/10	3/10	4/4	1	1	1/20	1/16	4/5		-5	61	Db4	4	269
15	15	609/10	609/10	0.2	7/20	7/20	4/4	1	1	1/20	1/16	4/5		0	60	C4	4	270
15	15	611/10	611/10	0.2	2/5	2/5	4/4	1	1	1/20	1/16	4/5		-5	61	Db4	4	271
15	15	613/10	613/10	0.2	9/20	9/20	4/4	1	1	1/20	1/16	4/5		-3	63	Eb4	4	272
15	15	123/2	123/2	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		-5	61	Db4	4	273
15	15	125/2	125/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-1	53	F3	3	276
15	15	125/2	125/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-4	56	Ab3	3	276
