mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
22	22	131/2	131/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		3	81	A5	5	290
23	23	66	66	1.0	0	0	6/8	2	1	1/4	1/4	1		1	55	G3	3	301
23	23	66	66	1.0	0	0	6/8	2	1	1/4	1/4	1		5	59	B3	3	301
23	23	66	66	1.0	0	0	6/8	2	1	1/4	1/4	1		2	62	D4	4	301
23	23	66	66	1.0	0	0	6/8	2	1	1/4	1/4	1		1	67	G4	4	301
23	23	66	66	1.0	0	0	6/8	1	1	1/4	1/4	1		5	71	B4	4	296
23	23	66	66	1.0	0	0	6/8	1	1	1/4	1/4	1		2	74	D5	5	296
23	23	66	66	1.0	0	0	6/8	1	1	1/4	1/4	1		1	79	G5	5	296
23	23	66	66	1.0	0	0	6/8	1	1	1/4	1/4	1		5	83	B5	5	296
23	23	67	67	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		6	54	F#3	3	302
23	23	67	67	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		6	66	F#4	4	302
23	23	67	67	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		3	69	A4	4	297
23	23	67	67	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		3	81	A5	5	297
23	23	135/2	135/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		4	52	E3	3	303
23	23	135/2	135/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		4	64	E4	4	303
23	23	135/2	135/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		1	67	G4	4	298
23	23	135/2	135/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		1	79	G5	5	298
23	23	68	68	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		2	50	D3	3	304
23	23	68	68	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		2	62	D4	4	304
23	23	68	68	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		6	66	F#4	4	299
23	23	68	68	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		6	78	F#5	5	299
23	23	137/2	137/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		7	49	C#3	3	305
23	23	137/2	137/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		7	61	C#4	4	305
23	23	137/2	137/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	64	E4	4	300
23	23	137/2	137/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	76	E5	5	300
24	24	69	69	1.0	0	0	6/8	2	1	1/4	1/4	1		5	47	B2	2	311
24	24	69	69	1.0	0	0	6/8	2	1	1/4	1/4	1		2	50	D3	3	311
24	24	69	69	1.0	0	0	6/8	2	1	1/4	1/4	1		6	54	F#3	3	311
24	24	69	69	1.0	0	0	6/8	2	1	1/4	1/4	1		5	59	B3	3	311
24	24	69	69	1.0	0	0	6/8	1	1	1/4	1/4	1		2	62	D4	4	306
24	24	69	69	1.0	0	0	6/8	1	1	1/4	1/4	1		6	66	F#4	4	306
24	24	69	69	1.0	0	0	6/8	1	1	1/4	1/4	1		5	71	B4	4	306
24	24	69	69	1.0	0	0	6/8	1	1	1/4	1/4	1		2	74	D5	5	306
24	24	70	70	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		3	45	A2	2	312
24	24	70	70	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		3	57	A3	3	312
24	24	70	70	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		7	61	C#4	4	307
24	24	70	70	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		7	73	C#5	5	307
24	24	141/2	141/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		1	43	G2	2	313
24	24	141/2	141/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		1	55	G3	3	313
24	24	141/2	141/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	308
24	24	141/2	141/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	71	B4	4	308
24	24	71	71	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		6	42	F#2	2	314
24	24	71	71	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		6	54	F#3	3	314
24	24	71	71	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		3	57	A3	3	309
24	24	71	71	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		3	69	A4	4	309
24	24	143/2	143/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		4	40	E2	2	315
24	24	143/2	143/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		4	52	E3	3	315
24	24	143/2	143/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	310
24	24	143/2	143/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	67	G4	4	310
25	25	72	72	1.0	0	0	6/8	2	1	1/4	1/4	1		2	38	D2	2	321
25	25	72	72	1.0	0	0	6/8	2	1	1/4	1/4	1		3	45	A2	2	321
25	25	72	72	1.0	0	0	6/8	2	1	1/4	1/4	1		2	50	D3	3	321
25	25	72	72	1.0	0	0	6/8	1	1	1/4	1/4	1		6	54	F#3	3	316
25	25	72	72	1.0	0	0	6/8	1	1	1/4	1/4	1		3	57	A3	3	316
25	25	72	72	1.0	0	0	6/8	1	1	1/4	1/4	1		2	62	D4	4	316
25	25	72	72	1.0	0	0	6/8	1	1	1/4	1/4	1		6	66	F#4	4	316
25	25	73	73	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		7	37	C#2	2	322
25	25	73	73	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		7	49	C#3	3	322
25	25	73	73	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	52	E3	3	317
25	25	73	73	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	64	E4	4	317
25	25	147/2	147/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		5	35	B1	1	323
25	25	147/2	147/2	0.5	3/8	3/8	6/8	2	1	1/8	1/8	1		5	47	B2	2	323
25	25	147/2	147/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	318
25	25	147/2	147/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	62	D4	4	318
25	25	74	74	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		3	33	A1	1	324
25	25	74	74	0.5	1/2	1/2	6/8	2	1	1/8	1/8	1		3	45	A2	2	324
25	25	74	74	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		7	49	C#3	3	319
25	25	74	74	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		7	61	C#4	4	319
25	25	149/2	149/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	31	G1	1	325
25	25	149/2	149/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		1	43	G2	2	325
25	25	149/2	149/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		5	47	B2	2	320
25	25	149/2	149/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	320
26	26	75	75	1.0	0	0	6/8	2	1	1/4	1/4	1		6	30	F#1	1	330
26	26	75	75	1.0	0	0	6/8	2	1	1/4	1/4	1		6	42	F#2	2	330
26	26	75	75	1.0	0	0	6/8	1	1	1/4	1/4	1		7	49	C#3	3	326
26	26	75	75	1.0	0	0	6/8	1	1	1/4	1/4	1		6	54	F#3	3	326
26	26	75	75	1.0	0	0	6/8	1	1	1/4	1/4	1		10	58	A#3	3	326
26	26	76	76	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		5	35	B1	1	331
26	26	76	76	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		5	47	B2	2	331
26	26	76	76	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	50	D3	3	327
26	26	76	76	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		6	54	F#3	3	327
26	26	76	76	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		5	59	B3	3	327
26	26	153/2	153/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		6	30	F#1	1	332
26	26	153/2	153/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		6	42	F#2	2	332
26	26	153/2	153/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		7	49	C#3	3	328
26	26	153/2	153/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		6	54	F#3	3	328
26	26	153/2	153/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		10	58	A#3	3	328
26	26	155/2	155/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		5	35	B1	1	333
26	26	155/2	155/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		5	47	B2	2	333
26	26	155/2	155/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		2	50	D3	3	329
26	26	155/2	155/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		6	54	F#3	3	329
26	26	155/2	155/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	329
27	27	78	78	1.0	0	0	6/8	2	1	1/4	1/4	1		3	33	A1	1	338
27	27	78	78	1.0	0	0	6/8	2	1	1/4	1/4	1		3	45	A2	2	338
27	27	78	78	1.0	0	0	6/8	1	1	1/4	1/4	1		4	52	E3	3	334
27	27	78	78	1.0	0	0	6/8	1	1	1/4	1/4	1		3	57	A3	3	334
27	27	78	78	1.0	0	0	6/8	1	1	1/4	1/4	1		7	61	C#4	4	334
27	27	79	79	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		2	26	D1	1	339
27	27	79	79	0.5	1/4	1/4	6/8	2	1	1/8	1/8	1		2	38	D2	2	339
27	27	79	79	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	50	D3	3	335
27	27	79	79	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		6	54	F#3	3	335
27	27	79	79	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		3	57	A3	3	335
27	27	79	79	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	62	D4	4	335
27	27	159/2	159/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		2	26	D1	1	340
27	27	159/2	159/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1		2	38	D2	2	340
27	27	159/2	159/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		2	50	D3	3	336
27	27	159/2	159/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		6	54	F#3	3	336
27	27	159/2	159/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		3	57	A3	3	336
27	27	159/2	159/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1		2	62	D4	4	336
27	27	161/2	161/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		4	28	E1	1	341
27	27	161/2	161/2	0.5	5/8	5/8	6/8	2	1	1/8	1/8	1		4	40	E2	2	341
27	27	161/2	161/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	52	E3	3	337
27	27	161/2	161/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	55	G3	3	337
27	27	161/2	161/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		5	59	B3	3	337
28	28	81	81	1.0	0	0	6/8	2	2	1/4	1/4	1		5	35	B1	1	349
28	28	81	81	1.5	0	0	6/8	2	1	3/8	1/4	3/2	1	5	47	B2	2	347
28	28	81	81	1.0	0	0	6/8	1	2	1/4	1/4	1		2	50	D3	3	344
28	28	81	81	1.0	0	0	6/8	1	2	1/4	1/4	1		6	54	F#3	3	344
28	28	81	81	1.5	0	0	6/8	1	1	3/8	1/4	3/2	1	5	59	B3	3	342
28	28	82	82	0.5	1/4	1/4	6/8	2	2	1/8	1/8	1		4	40	E2	2	350
28	28	82	82	0.5	1/4	1/4	6/8	1	2	1/8	1/8	1		4	52	E3	3	345
28	28	82	82	0.5	1/4	1/4	6/8	1	2	1/8	1/8	1		1	55	G3	3	345
28	28	165/2	165/2	1.0	3/8	3/8	6/8	2	2	1/4	1/4	1		5	35	B1	1	351
28	28	165/2	165/2	1.0	3/8	3/8	6/8	2	1	1/4	1/4	1	-1	5	47	B2	2	348
28	28	165/2	165/2	1.0	3/8	3/8	6/8	1	2	1/4	1/4	1		2	50	D3	3	346
28	28	165/2	165/2	1.0	3/8	3/8	6/8	1	2	1/4	1/4	1		6	54	F#3	3	346
28	28	165/2	165/2	1.0	3/8	3/8	6/8	1	1	1/4	1/4	1	-1	5	59	B3	3	343
29	29	84	84	0.25	0	0	6/8	2	1	1/16	1/16	1		2	62	D4	4	357
29	29	84	84	1.0	0	0	6/8	1	1	1/4	1/4	1		2	74	D5	5	352
29	29	84	84	1.0	0	0	6/8	1	1	1/4	1/4	1		6	78	F#5	5	352
29	29	337/4	337/4	0.25	1/16	1/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	358
29	29	169/2	169/2	0.25	1/8	1/8	6/8	2	1	1/16	1/16	1		2	62	D4	4	359
29	29	339/4	339/4	0.25	3/16	3/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	360
29	29	85	85	0.25	1/4	1/4	6/8	2	1	1/16	1/16	1		4	64	E4	4	361
29	29	85	85	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	74	D5	5	353
29	29	85	85	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	79	G5	5	353
29	29	341/4	341/4	0.25	5/16	5/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	362
29	29	171/2	171/2	0.25	3/8	3/8	6/8	2	1	1/16	1/16	1		6	66	F#4	4	363
29	29	171/2	171/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	74	D5	5	354
29	29	171/2	171/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		3	81	A5	5	354
29	29	343/4	343/4	0.25	7/16	7/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	364
29	29	86	86	0.25	1/2	1/2	6/8	2	1	1/16	1/16	1		1	55	G3	3	365
29	29	86	86	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		2	74	D5	5	355
29	29	86	86	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	83	B5	5	355
29	29	345/4	345/4	0.25	9/16	9/16	6/8	2	1	1/16	1/16	1		1	67	G4	4	366
29	29	173/2	173/2	0.25	5/8	5/8	6/8	2	1	1/16	1/16	1		3	57	A3	3	367
29	29	173/2	173/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		7	73	C#5	5	356
29	29	173/2	173/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	76	E5	5	356
29	29	347/4	347/4	0.25	11/16	11/16	6/8	2	1	1/16	1/16	1		1	67	G4	4	368
30	30	87	87	0.25	0	0	6/8	2	1	1/16	1/16	1		2	62	D4	4	374
30	30	87	87	1.0	0	0	6/8	1	1	1/4	1/4	1		2	74	D5	5	369
30	30	87	87	1.0	0	0	6/8	1	1	1/4	1/4	1		6	78	F#5	5	369
30	30	349/4	349/4	0.25	1/16	1/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	375
30	30	175/2	175/2	0.25	1/8	1/8	6/8	2	1	1/16	1/16	1		2	62	D4	4	376
30	30	351/4	351/4	0.25	3/16	3/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	377
30	30	88	88	0.25	1/4	1/4	6/8	2	1	1/16	1/16	1		4	64	E4	4	378
30	30	88	88	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		2	74	D5	5	370
30	30	88	88	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	79	G5	5	370
30	30	353/4	353/4	0.25	5/16	5/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	379
30	30	177/2	177/2	0.25	3/8	3/8	6/8	2	1	1/16	1/16	1		6	66	F#4	4	380
30	30	177/2	177/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	74	D5	5	371
30	30	177/2	177/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		3	81	A5	5	371
30	30	355/4	355/4	0.25	7/16	7/16	6/8	2	1	1/16	1/16	1		3	69	A4	4	381
30	30	89	89	0.25	1/2	1/2	6/8	2	1	1/16	1/16	1		1	55	G3	3	382
30	30	89	89	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		2	74	D5	5	372
30	30	89	89	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	83	B5	5	372
30	30	357/4	357/4	0.25	9/16	9/16	6/8	2	1	1/16	1/16	1		1	67	G4	4	383
30	30	179/2	179/2	0.25	5/8	5/8	6/8	2	1	1/16	1/16	1		3	57	A3	3	384
30	30	179/2	179/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		7	73	C#5	5	373
30	30	179/2	179/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	76	E5	5	373
30	30	359/4	359/4	0.25	11/16	11/16	6/8	2	1	1/16	1/16	1		1	67	G4	4	385
31	31	90	90	0.25	0	0	6/8	2	1	1/16	1/16	1		5	59	B3	3	391
31	31	90	90	1.0	0	0	6/8	1	1	1/4	1/4	1		5	71	B4	4	386
31	31	90	90	1.0	0	0	6/8	1	1	1/4	1/4	1		2	74	D5	5	386
31	31	361/4	361/4	0.25	1/16	1/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	392
31	31	181/2	181/2	0.25	1/8	1/8	6/8	2	1	1/16	1/16	1		5	59	B3	3	393
31	31	363/4	363/4	0.25	3/16	3/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	394
31	31	91	91	0.25	1/4	1/4	6/8	2	1	1/16	1/16	1		7	61	C#4	4	395
31	31	91	91	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		5	71	B4	4	387
31	31	91	91	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	76	E5	5	387
31	31	365/4	365/4	0.25	5/16	5/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	396
31	31	183/2	183/2	0.25	3/8	3/8	6/8	2	1	1/16	1/16	1		2	62	D4	4	397
31	31	183/2	183/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	71	B4	4	388
31	31	183/2	183/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	78	F#5	5	388
31	31	367/4	367/4	0.25	7/16	7/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	398
31	31	92	92	0.25	1/2	1/2	6/8	2	1	1/16	1/16	1		4	52	E3	3	399
31	31	92	92	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	71	B4	4	389
31	31	92	92	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	79	G5	5	389
31	31	369/4	369/4	0.25	9/16	9/16	6/8	2	1	1/16	1/16	1		4	64	E4	4	400
31	31	185/2	185/2	0.25	5/8	5/8	6/8	2	1	1/16	1/16	1		6	54	F#3	3	401
31	31	185/2	185/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		10	70	A#4	4	390
31	31	185/2	185/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		7	73	C#5	5	390
31	31	371/4	371/4	0.25	11/16	11/16	6/8	2	1	1/16	1/16	1		4	64	E4	4	402
32	32	93	93	0.25	0	0	6/8	2	1	1/16	1/16	1		5	59	B3	3	408
32	32	93	93	1.0	0	0	6/8	1	1	1/4	1/4	1		5	71	B4	4	403
32	32	93	93	1.0	0	0	6/8	1	1	1/4	1/4	1		2	74	D5	5	403
32	32	373/4	373/4	0.25	1/16	1/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	409
32	32	187/2	187/2	0.25	1/8	1/8	6/8	2	1	1/16	1/16	1		5	59	B3	3	410
32	32	375/4	375/4	0.25	3/16	3/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	411
32	32	94	94	0.25	1/4	1/4	6/8	2	1	1/16	1/16	1		7	61	C#4	4	412
32	32	94	94	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		5	71	B4	4	404
32	32	94	94	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	76	E5	5	404
32	32	377/4	377/4	0.25	5/16	5/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	413
32	32	189/2	189/2	0.25	3/8	3/8	6/8	2	1	1/16	1/16	1		2	62	D4	4	414
32	32	189/2	189/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	71	B4	4	405
32	32	189/2	189/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	78	F#5	5	405
32	32	379/4	379/4	0.25	7/16	7/16	6/8	2	1	1/16	1/16	1		6	66	F#4	4	415
32	32	95	95	0.25	1/2	1/2	6/8	2	1	1/16	1/16	1		4	52	E3	3	416
32	32	95	95	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		5	71	B4	4	406
32	32	95	95	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	79	G5	5	406
32	32	381/4	381/4	0.25	9/16	9/16	6/8	2	1	1/16	1/16	1		4	64	E4	4	417
32	32	191/2	191/2	0.25	5/8	5/8	6/8	2	1	1/16	1/16	1		6	54	F#3	3	418
32	32	191/2	191/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		10	70	A#4	4	407
32	32	191/2	191/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		7	73	C#5	5	407
32	32	383/4	383/4	0.25	11/16	11/16	6/8	2	1	1/16	1/16	1		4	64	E4	4	419
33	33	96	96	0.25	0	0	6/8	2	1	1/16	1/16	1		1	55	G3	3	425
33	33	96	96	1.0	0	0	6/8	1	1	1/4	1/4	1		1	67	G4	4	420
33	33	96	96	1.0	0	0	6/8	1	1	1/4	1/4	1		5	71	B4	4	420
33	33	385/4	385/4	0.25	1/16	1/16	6/8	2	1	1/16	1/16	1		2	62	D4	4	426
33	33	193/2	193/2	0.25	1/8	1/8	6/8	2	1	1/16	1/16	1		1	55	G3	3	427
33	33	387/4	387/4	0.25	3/16	3/16	6/8	2	1	1/16	1/16	1		2	62	D4	4	428
33	33	97	97	0.25	1/4	1/4	6/8	2	1	1/16	1/16	1		4	52	E3	3	429
33	33	97	97	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		1	67	G4	4	421
33	33	97	97	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		7	73	C#5	5	421
33	33	389/4	389/4	0.25	5/16	5/16	6/8	2	1	1/16	1/16	1		2	62	D4	4	430
33	33	195/2	195/2	0.25	3/8	3/8	6/8	2	1	1/16	1/16	1		6	54	F#3	3	431
33	33	195/2	195/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	66	F#4	4	422
33	33	195/2	195/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		2	74	D5	5	422
33	33	391/4	391/4	0.25	7/16	7/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	432
33	33	98	98	0.25	1/2	1/2	6/8	2	1	1/16	1/16	1		1	55	G3	3	433
33	33	98	98	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		4	64	E4	4	423
33	33	98	98	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		4	76	E5	5	423
33	33	393/4	393/4	0.25	9/16	9/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	434
33	33	197/2	197/2	0.25	5/8	5/8	6/8	2	1	1/16	1/16	1		4	52	E3	3	435
33	33	197/2	197/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		1	67	G4	4	424
33	33	197/2	197/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		7	73	C#5	5	424
33	33	395/4	395/4	0.25	11/16	11/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	436
34	34	99	99	0.25	0	0	6/8	2	1	1/16	1/16	1		2	50	D3	3	443
34	34	99	99	0.5	0	0	6/8	1	1	1/8	1/8	1		6	66	F#4	4	437
34	34	99	99	0.5	0	0	6/8	1	1	1/8	1/8	1		5	71	B4	4	437
34	34	397/4	397/4	0.25	1/16	1/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	444
34	34	199/2	199/2	0.25	1/8	1/8	6/8	2	1	1/16	1/16	1		4	52	E3	3	445
34	34	199/2	199/2	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		1	67	G4	4	438
34	34	199/2	199/2	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		7	73	C#5	5	438
34	34	399/4	399/4	0.25	3/16	3/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	446
34	34	100	100	0.25	1/4	1/4	6/8	2	1	1/16	1/16	1		7	49	C#3	3	447
34	34	100	100	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	64	E4	4	439
34	34	100	100	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		10	70	A#4	4	439
34	34	401/4	401/4	0.25	5/16	5/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	448
34	34	201/2	201/2	0.25	3/8	3/8	6/8	2	1	1/16	1/16	1		2	50	D3	3	449
34	34	201/2	201/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		6	66	F#4	4	440
34	34	201/2	201/2	0.5	3/8	3/8	6/8	1	1	1/8	1/8	1		5	71	B4	4	440
34	34	403/4	403/4	0.25	7/16	7/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	450
34	34	101	101	0.25	1/2	1/2	6/8	2	1	1/16	1/16	1		4	52	E3	3	451
34	34	101	101	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		1	67	G4	4	441
34	34	101	101	0.5	1/2	1/2	6/8	1	1	1/8	1/8	1		7	73	C#5	5	441
34	34	405/4	405/4	0.25	9/16	9/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	452
34	34	203/2	203/2	0.25	5/8	5/8	6/8	2	1	1/16	1/16	1		7	49	C#3	3	453
34	34	203/2	203/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		4	64	E4	4	442
34	34	203/2	203/2	0.5	5/8	5/8	6/8	1	1	1/8	1/8	1		10	70	A#4	4	442
34	34	407/4	407/4	0.25	11/16	11/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	454
35	35	102	102	1.5	0	0	6/8	2	2	3/8	1/4	3/2		5	47	B2	2	470
35	35	102	102	0.25	0	0	6/8	2	1	1/16	1/16	1		2	50	D3	3	459
35	35	102	102	0.5	0	0	6/8	1	1	1/8	1/8	1		6	66	F#4	4	455
35	35	102	102	0.5	0	0	6/8	1	1	1/8	1/8	1		5	71	B4	4	455
35	35	409/4	409/4	0.25	1/16	1/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	460
35	35	205/2	205/2	0.25	1/8	1/8	6/8	2	1	1/16	1/16	1		4	52	E3	3	461
35	35	205/2	205/2	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		1	67	G4	4	456
35	35	205/2	205/2	0.5	1/8	1/8	6/8	1	1	1/8	1/8	1		7	73	C#5	5	456
35	35	411/4	411/4	0.25	3/16	3/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	462
35	35	103	103	0.25	1/4	1/4	6/8	2	1	1/16	1/16	1		7	49	C#3	3	463
35	35	103	103	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		4	64	E4	4	457
35	35	103	103	0.5	1/4	1/4	6/8	1	1	1/8	1/8	1		10	70	A#4	4	457
35	35	413/4	413/4	0.25	5/16	5/16	6/8	2	1	1/16	1/16	1		5	59	B3	3	464
35	35	207/2	207/2	0.25	3/8	3/8	6/8	2	1	1/16	1/16	1		5	47	B2	2	465
