mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
20	20	119/2	119/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	209
20	20	119/2	119/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	209
20	20	119/2	119/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	209
20	20	119/2	119/2	0.125	5/8	5/8	3/4	1	1	1/32		1/32	1		2	86	D6	6	202
20	20	477/8	477/8	0.125	21/32	21/32	3/4	1	1	1/32		1/32	1		7	85	C#6	6	203
20	20	239/4	239/4	0.125	11/16	11/16	3/4	1	1	1/32		1/32	1		5	83	B5	5	204
20	20	479/8	479/8	0.125	23/32	23/32	3/4	1	1	1/32		1/32	1		3	81	A5	5	205
21	21	60	60	0.5	0	0	3/4	2	1	1/8		1/8	1		4	52	E3	3	219
21	21	60	60	1.0	0	0	3/4	1	1	1/4		1/4	1		8	80	G#5	5	212
21	21	121/2	121/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		4	64	E4	4	220
21	21	121/2	121/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	68	G#4	4	220
21	21	121/2	121/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	71	B4	4	220
21	21	61	61	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		5	83	B5	5	213
21	21	123/2	123/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	221
21	21	123/2	123/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		8	68	G#4	4	221
21	21	123/2	123/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	221
21	21	123/2	123/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		10	82	A#5	5	214
21	21	247/4	247/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		5	83	B5	5	215
21	21	62	62	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	A3	3	222
21	21	62	62	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		3	57	A3	3	224
21	21	62	62	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		7	85	C#6	6	216
21	21	125/2	125/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	223
21	21	125/2	125/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	223
21	21	125/2	125/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		12	84	B#5	5	217
21	21	251/4	251/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	218
22	22	63	63	0.5	0	0	3/4	2	1	1/8		1/8	1		2	62	D4	4	234
22	22	63	63	1.0	0	0	3/4	2	2	1/4		1/4	1		2	62	D4	4	240
22	22	63	63	0.5	0	0	3/4	1	1	1/8		1/8	1		2	86	D6	6	225
22	22	127/2	127/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		6	66	F#4	4	235
22	22	127/2	127/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	235
22	22	127/2	127/2	0.25	1/8	1/8	3/4	1	1	1/16		1/16	1		7	85	C#6	6	226
22	22	255/4	255/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		2	86	D6	6	227
22	22	64	64	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	C4	4	236
22	22	64	64	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		0	60	C4	4	241
22	22	64	64	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		4	88	E6	6	228
22	22	129/2	129/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	237
22	22	129/2	129/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	70	Bb4	4	237
22	22	129/2	129/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		9	87	D#6	6	229
22	22	259/4	259/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		4	88	E6	6	230
22	22	65	65	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	F3	3	238
22	22	65	65	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-1	53	F3	3	242
22	22	65	65	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	89	F6	6	231
22	22	131/2	131/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	239
22	22	131/2	131/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	239
22	22	131/2	131/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	239
22	22	131/2	131/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		4	88	E6	6	232
22	22	263/4	263/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		-1	89	F6	6	233
23	23	66	66	0.5	0	0	3/4	2	1	1/8		1/8	1		5	47	B2	2	252
23	23	66	66	0.5	0	0	3/4	2	1	1/8		1/8	1		5	59	B3	3	252
23	23	66	66	0.5	0	0	3/4	1	1	1/8		1/8	1		6	90	F#6	6	243
23	23	133/2	133/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	253
23	23	133/2	133/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		9	63	D#4	4	253
23	23	133/2	133/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		6	66	F#4	4	253
23	23	133/2	133/2	0.25	1/8	1/8	3/4	1	1	1/16		1/16	1		11	89	E#6	6	244
23	23	267/4	267/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		6	90	F#6	6	245
23	23	67	67	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	254
23	23	67	67	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	91	G6	6	246
23	23	135/2	135/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	255
23	23	135/2	135/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	Db4	4	255
23	23	135/2	135/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	255
23	23	135/2	135/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	67	G4	4	255
23	23	135/2	135/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		6	90	F#6	6	247
23	23	271/4	271/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		1	91	G6	6	248
23	23	68	68	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		8	44	G#2	2	256
23	23	68	68	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		8	56	G#3	3	256
23	23	68	68	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		8	92	G#6	6	249
23	23	137/2	137/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		8	56	G#3	3	257
23	23	137/2	137/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		12	60	B#3	3	257
23	23	137/2	137/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		9	63	D#4	4	257
23	23	137/2	137/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		6	66	F#4	4	257
23	23	137/2	137/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		13	91	F##6	6	250
23	23	275/4	275/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		8	92	G#6	6	251
24	24	69	69	0.5	0	0	3/4	2	1	1/8		1/8	1		7	37	C#2	2	261
24	24	69	69	0.5	0	0	3/4	2	1	1/8		1/8	1		7	49	C#3	3	261
24	24	69	69	0.75	0	0	3/4	1	1	3/16		1/8	3/2		7	85	C#6	6	258
24	24	69	69	0.75	0	0	3/4	1	1	3/16		1/8	3/2		7	97	C#7	7	258
24	24	139/2	139/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	56	G#3	3	262
24	24	139/2	139/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	262
24	24	139/2	139/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		11	65	E#4	4	262
24	24	279/4	279/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	259
24	24	279/4	279/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		7	97	C#7	7	259
24	24	70	70	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		7	85	C#6	6	260
24	24	70	70	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		7	97	C#7	7	260
24	24	141/2	141/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		8	56	G#3	3	263
24	24	141/2	141/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	263
24	24	141/2	141/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		11	65	E#4	4	263
24	24	143/2	143/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	8	56	G#3	3	264
24	24	143/2	143/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	7	61	C#4	4	264
24	24	143/2	143/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	11	65	E#4	4	264
25	25	72	72	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	8	56	G#3	3	268
25	25	72	72	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	7	61	C#4	4	268
25	25	72	72	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	11	65	E#4	4	268
25	25	72	72	0.75	0	0	3/4	1	1	3/16		1/8	3/2		7	73	C#5	5	265
25	25	145/2	145/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	56	G#3	3	269
25	25	145/2	145/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	269
25	25	145/2	145/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		11	65	E#4	4	269
25	25	291/4	291/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		7	73	C#5	5	266
25	25	73	73	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1	1	7	73	C#5	5	267
25	25	147/2	147/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		8	56	G#3	3	270
25	25	147/2	147/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	270
25	25	147/2	147/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		11	65	E#4	4	270
25	25	149/2	149/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	8	56	G#3	3	271
25	25	149/2	149/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	7	61	C#4	4	271
25	25	149/2	149/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	11	65	E#4	4	271
26	26	75	75	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	8	56	G#3	3	277
26	26	75	75	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	7	61	C#4	4	277
26	26	75	75	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	11	65	E#4	4	277
26	26	75	75	0.75	0	0	3/4	1	1	3/16		1/8	3/2	-1	7	73	C#5	5	272
26	26	151/2	151/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	56	G#3	3	278
26	26	151/2	151/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	278
26	26	151/2	151/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		11	65	E#4	4	278
26	26	303/4	303/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		7	73	C#5	5	273
26	26	76	76	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1	1	7	73	C#5	5	274
26	26	153/2	153/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		8	56	G#3	3	279
26	26	153/2	153/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	279
26	26	153/2	153/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		11	65	E#4	4	279
26	26	77	77	0.75	1/2	1/2	3/4	1	1	3/16		1/8	3/2	-1	7	73	C#5	5	275
26	26	155/2	155/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	8	56	G#3	3	280
26	26	155/2	155/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	7	61	C#4	4	280
26	26	155/2	155/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	11	65	E#4	4	280
26	26	311/4	311/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		7	73	C#5	5	276
27	27	78	78	1.5	0	0	3/4	2	1	3/8		1/4	3/2	-1	8	56	G#3	3	285
27	27	78	78	1.5	0	0	3/4	2	1	3/8		1/4	3/2	-1	7	61	C#4	4	285
27	27	78	78	1.5	0	0	3/4	2	1	3/8		1/4	3/2	-1	11	65	E#4	4	285
27	27	78	78	1.0	0	0	3/4	1	1	1/4		1/4	1	1	7	73	C#5	5	281
27	27	79	79	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	7	73	C#5	5	282
27	27	319/4	319/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		7	73	C#5	5	283
27	27	80	80	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1	1	7	73	C#5	5	284
28	28	81	81	0.5	0	0	3/4	1	1	1/8		1/8	1	-1	7	73	C#5	5	286
28	28	163/2	163/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		4	76	E5	5	287
28	28	82	82	0.125	1/4	1/4	3/4	1	1	1/32		1/32	1		2	74	D5	5	288
28	28	657/8	657/8	0.125	9/32	9/32	3/4	1	1	1/32		1/32	1		7	73	C#5	5	289
28	28	329/4	329/4	0.125	5/16	5/16	3/4	1	1	1/32		1/32	1		4	76	E5	5	290
28	28	659/8	659/8	0.125	11/32	11/32	3/4	1	1	1/32		1/32	1		2	74	D5	5	291
28	28	165/2	165/2	0.125	3/8	3/8	3/4	1	1	1/32		1/32	1		7	73	C#5	5	292
28	28	661/8	661/8	0.125	13/32	13/32	3/4	1	1	1/32		1/32	1		2	74	D5	5	293
28	28	331/4	331/4	0.125	7/16	7/16	3/4	1	1	1/32		1/32	1		7	73	C#5	5	294
28	28	663/8	663/8	0.125	15/32	15/32	3/4	1	1	1/32		1/32	1		5	71	B4	4	295
28	28	83	83	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76	E5	5	296
28	28	167/2	167/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	297
28	28	167/2	167/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		8	56	G#3	3	297
28	28	167/2	167/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	297
29	29	84	84	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	45	A2	2	308
29	29	84	84	1.0	0	0	3/4	1	1	1/4		1/4	1		7	73	C#5	5	298
29	29	169/2	169/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	305
29	29	85	85	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	52	E3	3	309
29	29	85	85	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	E5	5	299
29	29	171/2	171/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	306
29	29	171/2	171/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		9	75	D#5	5	300
29	29	343/4	343/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	301
29	29	86	86	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	51	D#3	3	310
29	29	86	86	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78	F#5	5	302
29	29	173/2	173/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	61	C#4	4	307
29	29	173/2	173/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		11	77	E#5	5	303
29	29	347/4	347/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	304
30	30	87	87	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	45	A2	2	317
30	30	87	87	0.75	0	0	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	311
30	30	175/2	175/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	314
30	30	351/4	351/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	312
30	30	88	88	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		9	51	D#3	3	318
30	30	88	88	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		3	81	A5	5	313
30	30	177/2	177/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	315
30	30	89	89	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		4	52	E3	3	319
30	30	179/2	179/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	61	C#4	4	316
31	31	90	90	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	45	A2	2	330
31	31	90	90	1.0	0	0	3/4	1	1	1/4		1/4	1		6	78	F#5	5	320
31	31	181/2	181/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	327
31	31	91	91	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	52	E3	3	331
31	31	91	91	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		3	81	A5	5	321
31	31	183/2	183/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	328
31	31	183/2	183/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		8	80	G#5	5	322
31	31	367/4	367/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	323
31	31	92	92	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	51	D#3	3	332
31	31	92	92	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		5	83	B5	5	324
31	31	185/2	185/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	61	C#4	4	329
31	31	185/2	185/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		10	82	A#5	5	325
31	31	371/4	371/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		5	83	B5	5	326
32	32	93	93	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	45	A2	2	339
32	32	93	93	0.75	0	0	3/4	1	1	3/16		1/8	3/2		7	85	C#6	6	333
32	32	187/2	187/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	336
32	32	375/4	375/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	334
32	32	94	94	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	52	E3	3	340
32	32	94	94	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		7	85	C#6	6	335
32	32	189/2	189/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	337
32	32	95	95	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		11	53	E#3	3	341
32	32	191/2	191/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	61	C#4	4	338
33	33	96	96	2.0	0	0	3/4	2	2	1/2		1/2	1		6	54	F#3	3	352
33	33	96	96	1.0	0	0	3/4	1	1	1/4		1/4	1		5	83	B5	5	342
33	33	193/2	193/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	349
33	33	193/2	193/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	349
33	33	193/2	193/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		9	63	D#4	4	349
33	33	97	97	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		7	85	C#6	6	343
33	33	195/2	195/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	350
33	33	195/2	195/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	350
33	33	195/2	195/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		9	63	D#4	4	350
33	33	98	98	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-1	53	F3	3	353
33	33	98	98	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	86	D6	6	344
33	33	197/2	197/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	351
33	33	197/2	197/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	351
33	33	197/2	197/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	351
33	33	197/2	197/2	0.125	5/8	5/8	3/4	1	1	1/32		1/32	1		4	88	E6	6	345
33	33	789/8	789/8	0.125	21/32	21/32	3/4	1	1	1/32		1/32	1		2	86	D6	6	346
33	33	395/4	395/4	0.125	11/16	11/16	3/4	1	1	1/32		1/32	1		7	85	C#6	6	347
33	33	791/8	791/8	0.125	23/32	23/32	3/4	1	1	1/32		1/32	1		2	86	D6	6	348
34	34	99	99	1.0	0	0	3/4	2	2	1/4		1/4	1		4	52	E3	3	360
34	34	99	99	1.0	0	0	3/4	1	1	1/4		1/4	1		6	90	F#6	6	354
34	34	199/2	199/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		8	56	G#3	3	357
34	34	199/2	199/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	357
34	34	199/2	199/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	357
34	34	100	100	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		2	50	D3	3	361
34	34	100	100	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		4	88	E6	6	355
34	34	201/2	201/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	358
34	34	201/2	201/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		8	56	G#3	3	358
34	34	201/2	201/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	358
34	34	101	101	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		7	49	C#3	3	362
34	34	101	101	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	81	A5	5	356
34	34	203/2	203/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	359
34	34	203/2	203/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	359
35	35	102	102	0.5	0	0	3/4	2	1	1/8		1/8	1		5	47	B2	2	367
35	35	102	102	1.0	0	0	3/4	1	1	1/4		1/4	1		7	85	C#6	6	363
35	35	205/2	205/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		6	54	F#3	3	368
35	35	205/2	205/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	368
35	35	205/2	205/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	368
35	35	103	103	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		5	83	B5	5	364
35	35	207/2	207/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		6	54	F#3	3	369
35	35	207/2	207/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	369
35	35	207/2	207/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	369
35	35	104	104	0.75	1/2	1/2	3/4	1	1	3/16		1/8	3/2		6	78	F#5	5	365
35	35	209/2	209/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	6	54	F#3	3	370
35	35	209/2	209/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	3	57	A3	3	370
35	35	209/2	209/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1	1	2	62	D4	4	370
35	35	419/4	419/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	366
36	36	105	105	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	6	54	F#3	3	375
36	36	105	105	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	3	57	A3	3	375
36	36	105	105	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	2	62	D4	4	375
36	36	105	105	2.0	0	0	3/4	1	1	1/2		1/2	1		3	81	A5	5	371
36	36	211/2	211/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		-1	53	F3	3	376
36	36	211/2	211/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	376
36	36	211/2	211/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	376
36	36	211/2	211/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	376
36	36	213/2	213/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		-1	53	F3	3	377
36	36	213/2	213/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	377
36	36	213/2	213/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	377
36	36	213/2	213/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	377
36	36	107	107	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77	F5	5	372
36	36	215/2	215/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	53	F3	3	378
36	36	215/2	215/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	378
36	36	215/2	215/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	378
36	36	215/2	215/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	378
36	36	215/2	215/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		4	76	E5	5	373
36	36	431/4	431/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		-1	77	F5	5	374
37	37	108	108	0.5	0	0	3/4	2	1	1/8		1/8	1		4	40	E2	2	383
37	37	108	108	2.0	0	0	3/4	1	1	1/2		1/2	1		3	81	A5	5	379
37	37	217/2	217/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		4	52	E3	3	384
37	37	217/2	217/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	384
37	37	217/2	217/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	384
37	37	217/2	217/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	384
37	37	219/2	219/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		4	52	E3	3	385
37	37	219/2	219/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	385
37	37	219/2	219/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	385
37	37	219/2	219/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	385
37	37	110	110	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		4	76	E5	5	380
37	37	221/2	221/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	386
37	37	221/2	221/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	386
37	37	221/2	221/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	386
37	37	221/2	221/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	386
37	37	221/2	221/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		9	75	D#5	5	381
