mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
7	7	39/2	39/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		6	54	F#3	3	70
7	7	39/2	39/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	70
7	7	39/2	39/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	70
7	7	20	20	0.75	1/2	1/2	3/4	1	1	3/16		1/8	3/2		6	78	F#5	5	67
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		6	54	F#3	3	71
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	71
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	71
7	7	83/4	83/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	68
8	8	21	21	1.0	0	0	3/4	2	2	1/4		1/4	1		4	52	E3	3	78
8	8	21	21	2.0	0	0	3/4	1	1	1/2		1/2	1		6	78	F#5	5	73
8	8	43/2	43/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	75
8	8	43/2	43/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	75
8	8	22	22	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		6	54	F#3	3	79
8	8	45/2	45/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	76
8	8	45/2	45/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	76
8	8	23	23	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		8	56	G#3	3	80
8	8	23	23	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76	E5	5	74
8	8	47/2	47/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	77
8	8	47/2	47/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	77
9	9	24	24	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	57	A3	3	91
9	9	24	24	1.0	0	0	3/4	1	1	1/4		1/4	1		7	73	C#5	5	81
9	9	49/2	49/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	88
9	9	25	25	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	64	E4	4	92
9	9	25	25	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	E5	5	82
9	9	51/2	51/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	89
9	9	51/2	51/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		9	75	D#5	5	83
9	9	103/4	103/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	84
9	9	26	26	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	63	D#4	4	93
9	9	26	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78	F#5	5	85
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	73	C#5	5	90
9	9	53/2	53/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		11	77	E#5	5	86
9	9	107/4	107/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	87
10	10	27	27	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	57	A3	3	100
10	10	27	27	0.75	0	0	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	94
10	10	55/2	55/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	97
10	10	111/4	111/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	95
10	10	28	28	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		9	63	D#4	4	101
10	10	28	28	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		3	81	A5	5	96
10	10	57/2	57/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	98
10	10	29	29	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		4	64	E4	4	102
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	73	C#5	5	99
11	11	30	30	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	57	A3	3	113
11	11	30	30	1.0	0	0	3/4	1	1	1/4		1/4	1		6	78	F#5	5	103
11	11	61/2	61/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	110
11	11	31	31	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	64	E4	4	114
11	11	31	31	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		3	81	A5	5	104
11	11	63/2	63/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	111
11	11	63/2	63/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		8	80	G#5	5	105
11	11	127/4	127/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	106
11	11	32	32	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	63	D#4	4	115
11	11	32	32	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		5	83	B5	5	107
11	11	65/2	65/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	73	C#5	5	112
11	11	65/2	65/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		10	82	A#5	5	108
11	11	131/4	131/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		5	83	B5	5	109
12	12	33	33	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	57	A3	3	122
12	12	33	33	0.75	0	0	3/4	1	1	3/16		1/8	3/2		7	85	C#6	6	116
12	12	67/2	67/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	119
12	12	135/4	135/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	117
12	12	34	34	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	64	E4	4	123
12	12	34	34	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		7	85	C#6	6	118
12	12	69/2	69/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	73	C#5	5	120
12	12	35	35	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		11	65	E#4	4	124
12	12	71/2	71/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	73	C#5	5	121
13	13	36	36	2.0	0	0	3/4	2	2	1/2		1/2	1		6	66	F#4	4	135
13	13	36	36	1.0	0	0	3/4	1	1	1/4		1/4	1		5	83	B5	5	125
13	13	73/2	73/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		3	69	A4	4	132
13	13	73/2	73/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	71	B4	4	132
13	13	73/2	73/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		9	75	D#5	5	132
13	13	37	37	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		7	85	C#6	6	126
13	13	75/2	75/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	133
13	13	75/2	75/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	133
13	13	75/2	75/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		9	75	D#5	5	133
13	13	38	38	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-1	65	F4	4	136
13	13	38	38	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	86	D6	6	127
13	13	77/2	77/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	134
13	13	77/2	77/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	134
13	13	77/2	77/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	74	D5	5	134
13	13	77/2	77/2	0.125	5/8	5/8	3/4	1	1	1/32		1/32	1		4	88	E6	6	128
13	13	309/8	309/8	0.125	21/32	21/32	3/4	1	1	1/32		1/32	1		2	86	D6	6	129
13	13	155/4	155/4	0.125	11/16	11/16	3/4	1	1	1/32		1/32	1		7	85	C#6	6	130
13	13	311/8	311/8	0.125	23/32	23/32	3/4	1	1	1/32		1/32	1		2	86	D6	6	131
14	14	39	39	1.0	0	0	3/4	2	2	1/4		1/4	1		4	64	E4	4	143
14	14	39	39	1.0	0	0	3/4	1	1	1/4		1/4	1		6	90	F#6	6	137
14	14	79/2	79/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	140
14	14	79/2	79/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		7	73	C#5	5	140
14	14	40	40	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		2	62	D4	4	144
14	14	40	40	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		4	88	E6	6	138
14	14	81/2	81/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	141
14	14	81/2	81/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		8	68	G#4	4	141
14	14	81/2	81/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	141
14	14	41	41	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		7	61	C#4	4	145
14	14	41	41	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	81	A5	5	139
14	14	83/2	83/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	142
14	14	83/2	83/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	142
15	15	42	42	2.0	0	0	3/4	2	2	1/2		1/2	1		5	59	B3	3	152
15	15	42	42	1.0	0	0	3/4	1	1	1/4		1/4	1		7	85	C#6	6	146
15	15	85/2	85/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		9	63	D#4	4	149
15	15	85/2	85/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		6	66	F#4	4	149
15	15	85/2	85/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		3	69	A4	4	149
15	15	43	43	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		5	83	B5	5	147
15	15	87/2	87/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		9	63	D#4	4	150
15	15	87/2	87/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		6	66	F#4	4	150
15	15	87/2	87/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	150
15	15	44	44	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		4	52	E3	3	153
15	15	44	44	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78	F#5	5	148
15	15	89/2	89/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	151
15	15	89/2	89/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	151
15	15	89/2	89/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		8	68	G#4	4	151
16	16	45	45	0.0	0	0	3/4	1	1	0	grace16	1/16	1		6	78	F#5	5	154
16	16	45	45	0.0	0	0	3/4	1	1	0	grace16	1/16	1		8	80	G#5	5	155
16	16	45	45	0.5	0	0	3/4	2	1	1/8		1/8	1		3	45	A2	2	161
16	16	45	45	0.75	0	0	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	156
16	16	91/2	91/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	162
16	16	91/2	91/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	162
16	16	91/2	91/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		4	64	E4	4	162
16	16	183/4	183/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	157
16	16	46	46	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		3	81	A5	5	158
16	16	93/2	93/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		3	57	A3	3	163
16	16	93/2	93/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	163
16	16	93/2	93/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		4	64	E4	4	163
16	16	95/2	95/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		8	80	G#5	5	159
16	16	191/4	191/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	160
17	17	48	48	0.5	0	0	3/4	2	1	1/8		1/8	1		4	52	E3	3	171
17	17	48	48	1.0	0	0	3/4	1	1	1/4		1/4	1		4	76	E5	5	164
17	17	97/2	97/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		4	64	E4	4	172
17	17	97/2	97/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	68	G#4	4	172
17	17	97/2	97/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	71	B4	4	172
17	17	49	49	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		8	80	G#5	5	165
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	173
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		8	68	G#4	4	173
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	173
17	17	99/2	99/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		6	78	F#5	5	166
17	17	199/4	199/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		8	80	G#5	5	167
17	17	50	50	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		5	59	B3	3	174
17	17	50	50	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		5	59	B3	3	176
17	17	50	50	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		3	81	A5	5	168
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	175
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	175
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	74	D5	5	175
17	17	101/2	101/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		8	80	G#5	5	169
17	17	203/4	203/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	170
18	18	51	51	0.5	0	0	3/4	2	1	1/8		1/8	1		4	52	E3	3	180
18	18	51	51	0.75	0	0	3/4	1	1	3/16		1/8	3/2		5	83	B5	5	177
18	18	103/2	103/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		4	64	E4	4	181
18	18	103/2	103/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	68	G#4	4	181
18	18	103/2	103/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	71	B4	4	181
18	18	207/4	207/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		5	83	B5	5	178
18	18	52	52	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		5	83	B5	5	179
18	18	105/2	105/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	182
18	18	105/2	105/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		8	68	G#4	4	182
18	18	105/2	105/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	182
18	18	53	53	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		5	59	B3	3	183
18	18	53	53	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		5	59	B3	3	185
18	18	107/2	107/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	184
18	18	107/2	107/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	184
18	18	107/2	107/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	184
19	19	54	54	0.5	0	0	3/4	2	1	1/8		1/8	1		4	52	E3	3	193
19	19	54	54	1.0	0	0	3/4	1	1	1/4		1/4	1		8	80	G#5	5	186
19	19	109/2	109/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		4	64	E4	4	194
19	19	109/2	109/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	68	G#4	4	194
19	19	109/2	109/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	71	B4	4	194
19	19	55	55	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		5	83	B5	5	187
19	19	111/2	111/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	195
19	19	111/2	111/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		8	68	G#4	4	195
19	19	111/2	111/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	195
19	19	111/2	111/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		10	82	A#5	5	188
19	19	223/4	223/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		5	83	B5	5	189
19	19	56	56	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		5	59	B3	3	196
19	19	56	56	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		5	59	B3	3	198
19	19	56	56	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		7	85	C#6	6	190
19	19	113/2	113/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	65	F4	4	197
19	19	113/2	113/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69	A4	4	197
19	19	113/2	113/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	74	D5	5	197
19	19	113/2	113/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		12	84	B#5	5	191
19	19	227/4	227/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	192
20	20	57	57	2.0	0	0	3/4	2	2	1/2		1/2	1		4	64	E4	4	210
20	20	57	57	0.75	0	0	3/4	1	1	3/16		1/8	3/2		2	86	D6	6	199
20	20	115/2	115/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		8	68	G#4	4	206
20	20	115/2	115/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	71	B4	4	206
20	20	115/2	115/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		2	74	D5	5	206
20	20	231/4	231/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		2	86	D6	6	200
20	20	58	58	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	86	D6	6	201
20	20	117/2	117/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		8	68	G#4	4	207
20	20	117/2	117/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		5	71	B4	4	207
20	20	117/2	117/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		2	74	D5	5	207
20	20	59	59	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		5	59	B3	3	208
20	20	59	59	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		5	59	B3	3	211
